id,date,dep_airport,des_airport,airline_id,total
2069,2013-06-01,JFK,NRT,JL,3625
2070,2013-06-01,JFK,BGI,AA,1299
2071,2013-04-01,JFK,ACC,DL,637
2072,2013-04-01,JFK,EZE,AA,1295
2073,2013-11-01,EWR,PUJ,UA,3067
2074,2013-06-01,JFK,PAP,AA,1661
2075,2013-10-01,EWR,AMS,DL,3750
2076,2013-06-01,JFK,NCE,DL,500
2077,2013-05-01,EWR,SJO,UA,1798
2078,2013-06-01,EWR,GLA,UA,683
2079,2013-11-01,JFK,CDG,DL,7711
2080,2013-06-01,EWR,YYC,AC,1074
2081,2013-05-01,EWR,AMS,UA,3750
2082,2013-09-01,JFK,CAI,MS,678
2083,2013-11-01,JFK,BDA,B6,3146
2084,2013-03-01,JFK,JNB,SA,661
2085,2013-04-01,JFK,PAP,DL,1661
2086,2013-09-01,EWR,BOM,UA,1447
2087,2013-04-01,EWR,EDI,UA,886
2088,2013-03-01,JFK,ZRH,AA,3248
2089,2013-01-01,JFK,MAN,AA,1451
2090,2013-06-01,EWR,MUC,LH,2057
2091,2013-07-01,JFK,DUB,AA,3258
2092,2013-11-01,EWR,DEL,UA,1452
2093,2013-06-01,EWR,HKG,UA,2717
2094,2013-04-01,EWR,LIR,UA,843
2095,2013-04-01,EWR,LIM,UA,1340
2096,2013-09-01,EWR,YQM,EV,715
2097,2013-06-01,JFK,CAI,MS,678
2098,2013-09-01,JFK,SVO,DL,2182
2099,2013-06-01,EWR,MUC,UA,2057
2100,2013-10-01,JFK,BCN,DL,1904
2101,2013-06-01,JFK,VIE,OS,710
2102,2013-06-01,JFK,BDA,B6,3146
2103,2013-04-01,EWR,BDA,UA,3146
2104,2013-04-01,JFK,BCN,DL,1904
2105,2013-10-01,JFK,TLV,DL,4143
2106,2013-11-01,JFK,GIG,AA,1385
2107,2013-09-01,JFK,PUJ,DL,3067
2108,2013-11-01,JFK,MXP,AA,2920
2109,2013-06-01,EWR,STR,UA,534
2110,2013-04-01,LGA,NAS,DL,3196
2111,2013-09-01,JFK,MXP,AZ,2920
2112,2013-05-01,JFK,BRU,DL,3031
2113,2013-09-01,JFK,CUN,AM,5646
2114,2013-06-01,JFK,IST,DL,2630
2115,2013-04-01,JFK,PAP,AA,1661
2116,2013-09-01,JFK,DUB,DL,3258
2117,2013-09-01,EWR,BRU,9W,3031
2118,2013-03-01,EWR,BOG,UA,2913
2119,2013-03-01,JFK,BGI,AA,1299
2120,2013-03-01,EWR,ZRH,LX,3248
2121,2013-09-01,EWR,AMS,UA,3750
2122,2013-11-01,JFK,MXP,DL,2920
2123,2013-11-01,JFK,GYE,XL,1024
2124,2013-06-01,JFK,BRU,SN,3031
2125,2013-10-01,JFK,PVG,MU,1419
2126,2013-02-01,JFK,MAD,IB,3671
2127,2013-06-01,EWR,BOG,UA,2913
2128,2013-04-01,JFK,FCO,DL,2982
2129,2013-09-01,EWR,MAN,UA,1451
2130,2013-06-01,JFK,SCL,LA,742
2131,2013-12-01,JFK,MBJ,DL,3078
2132,2013-09-01,EWR,MAD,UA,3671
2133,2013-11-01,EWR,YQM,EV,715
2134,2013-06-01,JFK,YVR,CX,1785
2135,2013-06-01,JFK,DOH,QR,730
2136,2013-06-01,JFK,ZRH,AA,3248
2137,2013-04-01,JFK,DOH,QR,730
2138,2013-06-01,JFK,MAN,AA,1451
2139,2013-01-01,JFK,NRT,DL,3625
2140,2013-12-01,JFK,MXP,AA,2920
2141,2013-11-01,JFK,SVO,DL,2182
2142,2013-06-01,JFK,SVO,DL,2182
2143,2013-09-01,JFK,FCO,AA,2982
2144,2013-04-01,EWR,EZE,UA,1295
2145,2013-09-01,JFK,BRU,SN,3031
2146,2013-06-01,JFK,ACC,DL,637
2147,2013-09-01,JFK,BRU,DL,3031
2148,2013-06-01,EWR,MAD,UA,3671
2149,2013-06-01,JFK,PAP,DL,1661
2150,2013-04-01,EWR,NRT,UA,3625
2151,2013-09-01,JFK,AUH,EY,731
2152,2013-01-01,JFK,MEX,4O,5929
2153,2013-09-01,JFK,TXL,AB,1097
2154,2013-04-01,JFK,MXP,DL,2920
2155,2013-06-01,EWR,ARN,UA,1536
2156,2013-10-01,EWR,ARN,SK,1536
2157,2013-09-01,JFK,JNB,SA,661
2158,2013-01-01,EWR,PAP,UA,1661
2159,2013-06-01,JFK,MAD,AA,3671
2160,2013-06-01,JFK,SNN,DL,1749
2161,2013-04-01,JFK,AUH,EY,731
2162,2013-09-01,JFK,BOG,DL,2913
2163,2013-09-01,JFK,PAP,AA,1661
2164,2013-12-01,JFK,BOG,DL,2913
2165,2013-09-01,EWR,DUS,LH,1465
2166,2013-09-01,JFK,GIG,JJ,1385
2167,2013-04-01,JFK,ZRH,AA,3248
2168,2013-03-01,EWR,FRA,LH,5406
2169,2013-04-01,JFK,BGI,AA,1299
2170,2013-09-01,JFK,FRA,SQ,5406
2171,2013-04-01,JFK,BDA,B6,3146
2172,2013-04-01,JFK,FRA,DL,5406
2173,2013-11-01,JFK,VIE,OS,710
2174,2013-09-01,EWR,GLA,UA,683
2175,2013-11-01,EWR,DUB,UA,3258
2176,2013-10-01,EWR,GLA,UA,683
2177,2013-12-01,JFK,MAN,AA,1451
2178,2013-05-01,EWR,OSL,SK,1453
2179,2013-01-01,EWR,DUS,LH,1465
2180,2013-06-01,LGA,BDA,DL,3146
2181,2013-07-01,EWR,PLS,UA,1179
2182,2013-06-01,JFK,GRU,JJ,3664
2183,2013-09-01,JFK,PVG,MU,1419
2184,2013-09-01,JFK,POP,B6,1262
2185,2013-11-01,JFK,SCL,LA,742
2186,2013-06-01,JFK,AUA,DL,3087
2187,2013-04-01,JFK,CDG,DL,7711
2188,2013-11-01,JFK,FRA,SQ,5406
2189,2013-09-01,EWR,PEK,UA,1741
2190,2013-12-01,JFK,YQB,RP,3231
2191,2013-09-01,JFK,VIE,OS,710
2192,2013-06-01,JFK,HEL,AY,714
2193,2013-04-01,JFK,BRU,SN,3031
2194,2013-04-01,EWR,OSL,SK,1453
2195,2013-09-01,JFK,MUC,LH,2057
2196,2013-03-01,LGA,YHZ,G7,3458
2197,2013-09-01,JFK,MBJ,DL,3078
2198,2013-11-01,JFK,DUB,DL,3258
2199,2013-06-01,JFK,GRU,DL,3664
2200,2013-08-01,EWR,FCO,UA,2982
2201,2013-10-01,EWR,CUN,UA,5646
2202,2013-04-01,JFK,MEX,4O,5929
2203,2013-12-01,EWR,BOG,UA,2913
2204,2013-12-01,JFK,PVG,MU,1419
2205,2013-04-01,JFK,SVO,DL,2182
2206,2013-04-01,EWR,PVG,UA,1419
2207,2013-09-01,EWR,BOM,AI,1447
2208,2013-09-01,JFK,EZE,AA,1295
2209,2013-04-01,EWR,GRU,UA,3664
2210,2013-04-01,EWR,MAN,UA,1451
2211,2013-09-01,JFK,NRT,JL,3625
2212,2013-03-01,EWR,SNN,UA,1749
2213,2013-06-01,EWR,LIS,TP,1235
2214,2013-04-01,JFK,HND,AA,648
2215,2013-06-01,JFK,VCE,DL,529
2216,2013-04-01,EWR,HKG,UA,2717
2217,2013-04-01,JFK,BOG,DL,2913
2218,2013-10-01,JFK,MAD,AA,3671
2219,2013-11-01,JFK,MXP,AZ,2920
2220,2013-06-01,EWR,LIM,UA,1340
2221,2013-09-01,JFK,GRU,DL,3664
2222,2013-11-01,EWR,YVR,AC,1785
2223,2013-11-01,JFK,BCN,AA,1904
2224,2013-06-01,JFK,BCN,AA,1904
2225,2013-11-01,JFK,HEL,AY,714
2226,2013-10-01,EWR,OSL,UA,1453
2227,2013-11-01,JFK,DOH,QR,730
2228,2013-06-01,JFK,MXP,AZ,2920
2229,2013-04-01,JFK,GIG,AA,1385
2230,2013-12-01,LGA,YHZ,EV,3458
2231,2013-05-01,EWR,TXL,UA,1097
2232,2013-08-01,EWR,MAN,UA,1451
2233,2013-03-01,JFK,STI,AA,6582
2234,2013-01-01,EWR,DUB,UA,3258
2235,2013-05-01,JFK,BCN,AA,1904
2236,2013-05-01,EWR,YQM,EV,715
2237,2013-01-01,JFK,LIM,LA,1340
2238,2013-08-01,EWR,BFS,UA,555
2239,2013-01-01,EWR,HKG,UA,2717
2240,2013-08-01,EWR,MAD,UA,3671
2241,2013-12-01,JFK,BGI,AA,1299
2242,2013-10-01,EWR,PTY,UA,2364
2243,2013-10-01,JFK,MBJ,DL,3078
2244,2013-01-01,EWR,EZE,UA,1295
2245,2013-05-01,EWR,GVA,UA,1381
2246,2013-10-01,EWR,AMS,UA,3750
2247,2013-05-01,JFK,PUJ,DL,3067
2248,2013-01-01,EWR,BRU,UA,3031
2249,2013-05-01,JFK,PAP,DL,1661
2250,2013-08-01,EWR,BCN,UA,1904
2251,2013-05-01,JFK,BCN,DL,1904
2252,2013-01-01,EWR,LIM,UA,1340
2253,2013-01-01,EWR,PVG,UA,1419
2254,2013-01-01,EWR,CPH,SK,1156
2255,2013-08-01,EWR,ZRH,UA,3248
2256,2013-08-01,EWR,MUC,LH,2057
2257,2013-03-01,JFK,DUB,DL,3258
2258,2013-07-01,JFK,ACC,DL,637
2259,2013-10-01,EWR,MXP,UA,2920
2260,2013-08-01,EWR,OSL,UA,1453
2261,2013-08-01,JFK,MDE,AV,485
2262,2013-08-01,EWR,ARN,UA,1536
2263,2013-01-01,JFK,MBJ,DL,3078
2264,2013-08-01,EWR,OSL,SK,1453
2265,2013-10-01,JFK,GYE,XL,1024
2266,2013-07-01,LGA,NAS,DL,3196
2267,2013-07-01,EWR,BCN,UA,1904
2268,2013-08-01,EWR,MXP,UA,2920
2269,2013-07-01,JFK,ATH,DL,266
2270,2013-07-01,JFK,GRU,DL,3664
2271,2013-01-01,EWR,YYC,AC,1074
2272,2013-08-01,EWR,DEL,UA,1452
2273,2013-05-01,EWR,MUC,UA,2057
2274,2013-08-01,JFK,PRG,DL,280
2275,2013-07-01,EWR,PEK,UA,1741
2276,2013-10-01,JFK,BRU,SN,3031
2277,2013-12-01,JFK,EZE,AA,1295
2278,2013-09-01,EWR,AUA,UA,3087
2279,2013-07-01,JFK,MAD,AA,3671
2280,2013-03-01,EWR,AMS,UA,3750
2281,2013-05-01,EWR,BRU,UA,3031
2282,2013-10-01,EWR,BOG,UA,2913
2283,2013-05-01,JFK,GIG,AA,1385
2284,2013-01-01,JFK,AMS,DL,3750
2285,2013-05-01,JFK,SXM,B6,1681
2286,2013-07-01,JFK,YYG,RP,122
2287,2013-07-01,EWR,YQM,EV,715
2288,2013-09-01,JFK,MXP,DL,2920
2289,2013-10-01,JFK,MBJ,BW,3078
2290,2013-12-01,EWR,MAN,UA,1451
2291,2013-07-01,JFK,GIG,AA,1385
2292,2013-11-01,EWR,YYT,EV,700
2293,2013-05-01,EWR,EDI,UA,886
2294,2013-01-01,EWR,PEK,UA,1741
2295,2013-08-01,EWR,ARN,SK,1536
2296,2013-12-01,JFK,PAP,DL,1661
2297,2013-05-01,JFK,FCO,DL,2982
2298,2013-10-01,EWR,DUB,UA,3258
2299,2013-05-01,JFK,MXP,AZ,2920
2300,2013-06-01,JFK,GIG,AA,1385
2301,2013-07-01,JFK,IST,DL,2630
2302,2013-09-01,EWR,PTY,UA,2364
2303,2013-10-01,EWR,YYC,AC,1074
2304,2013-08-01,JFK,BGI,B6,1299
2305,2013-05-01,JFK,VCE,DL,529
2306,2013-03-01,EWR,MAN,UA,1451
2307,2013-07-01,EWR,TXL,UA,1097
2308,2013-09-01,EWR,SNN,UA,1749
2309,2013-08-01,JFK,NCE,DL,500
2310,2013-07-01,EWR,MAD,UA,3671
2311,2013-01-01,JFK,LIR,B6,843
2312,2013-12-01,EWR,ANU,UA,897
2313,2013-05-01,EWR,ARN,UA,1536
2314,2013-05-01,JFK,NRT,DL,3625
2315,2013-05-01,EWR,BOG,UA,2913
2316,2013-07-01,EWR,EZE,UA,1295
2317,2013-07-01,JFK,TLV,DL,4143
2318,2013-01-01,JFK,SJO,AA,1798
2319,2013-06-01,JFK,CDG,DL,7711
2320,2013-06-01,JFK,MAD,DL,3671
2321,2013-01-01,JFK,SJO,LR,1798
2322,2013-05-01,EWR,AMS,DL,3750
2323,2013-08-01,EWR,LIS,UA,1235
2324,2013-12-01,EWR,BOM,UA,1447
2325,2013-08-01,JFK,TXL,AB,1097
2326,2013-05-01,EWR,GRU,UA,3664
2327,2013-10-01,EWR,NRT,UA,3625
2328,2013-10-01,JFK,SCL,LA,742
2329,2013-10-01,EWR,LIS,UA,1235
2330,2013-05-01,EWR,NRT,UA,3625
2331,2013-08-01,JFK,FCO,AA,2982
2332,2013-03-01,JFK,FRA,SQ,5406
2333,2013-03-01,JFK,ICN,OZ,2221
2334,2013-07-01,EWR,MXP,UA,2920
2335,2013-08-01,JFK,MXP,DL,2920
2336,2013-07-01,EWR,SDQ,UA,6752
2337,2013-10-01,JFK,CUN,AM,5646
2338,2013-08-01,JFK,GVA,LX,1381
2339,2013-01-01,EWR,SIN,SQ,562
2340,2013-08-01,JFK,MAN,AA,1451
2341,2013-05-01,JFK,NRT,JL,3625
2342,2013-05-01,EWR,BRU,9W,3031
2343,2013-08-01,EWR,CDG,DL,7711
2344,2013-01-01,JFK,CDG,DL,7711
2345,2013-10-01,JFK,TXL,AB,1097
2346,2013-08-01,JFK,JNB,SA,661
2347,2013-08-01,EWR,YYC,WS,1074
2348,2013-08-01,EWR,YYC,AC,1074
2349,2013-10-01,EWR,YVR,AC,1785
2350,2013-07-01,JFK,MXP,DL,2920
2351,2013-07-01,JFK,NRT,DL,3625
2352,2013-10-01,EWR,BDA,UA,3146
2353,2013-07-01,JFK,FCO,AA,2982
2354,2013-08-01,JFK,YVR,CX,1785
2355,2013-05-01,JFK,FCO,AA,2982
2356,2013-08-01,EWR,GRU,UA,3664
2357,2013-05-01,EWR,BDA,UA,3146
2358,2013-10-01,JFK,JNB,SA,661
2359,2013-12-01,EWR,BRU,9W,3031
2360,2013-03-01,JFK,MXP,DL,2920
2361,2013-05-01,EWR,MAN,UA,1451
2362,2013-08-01,EWR,SNN,UA,1749
2363,2013-07-01,JFK,ZRH,AA,3248
2364,2013-05-01,JFK,SVO,DL,2182
2365,2013-07-01,EWR,AMS,DL,3750
2366,2013-12-01,EWR,YVR,AC,1785
2367,2013-01-01,EWR,BOG,UA,2913
2368,2013-03-01,JFK,MBJ,DL,3078
2369,2013-05-01,JFK,CDG,DL,7711
2370,2013-07-01,EWR,DUB,UA,3258
2371,2013-12-01,EWR,BOM,AI,1447
2372,2013-07-01,JFK,MDE,AV,485
2373,2013-07-01,JFK,SVO,DL,2182
2374,2013-07-01,EWR,BFS,UA,555
2375,2013-08-01,JFK,GIG,AA,1385
2376,2013-07-01,JFK,FRA,SQ,5406
2377,2013-12-01,JFK,GVA,LX,1381
2378,2013-08-01,JFK,ICN,OZ,2221
2379,2013-12-01,JFK,GYE,XL,1024
2380,2013-01-01,EWR,POP,UA,1262
2381,2013-03-01,JFK,DEL,AI,1452
2382,2013-05-01,JFK,BDA,B6,3146
2383,2013-05-01,EWR,SDQ,UA,6752
2384,2013-07-01,JFK,ZRH,DL,3248
2385,2013-07-01,JFK,BOG,DL,2913
2386,2013-12-01,EWR,GRU,UA,3664
2387,2013-03-01,JFK,SXM,AA,1681
2388,2013-05-01,EWR,PTY,UA,2364
2389,2013-08-01,JFK,CPH,DL,1156
2390,2013-01-01,JFK,PAP,AA,1661
2391,2013-07-01,JFK,DOH,QR,730
2392,2013-01-01,JFK,BOG,DL,2913
2393,2013-07-01,EWR,BRU,9W,3031
2394,2013-07-01,JFK,PRG,DL,280
2395,2013-08-01,JFK,FRA,SQ,5406
2396,2013-07-01,JFK,PVG,MU,1419
2397,2013-01-01,JFK,PEK,CA,1741
2398,2013-05-01,JFK,GRU,DL,3664
2399,2013-05-01,JFK,PVG,MU,1419
2400,2013-08-01,JFK,MXP,AA,2920
2401,2013-05-01,JFK,AUH,EY,731
2402,2013-12-01,JFK,MXP,AZ,2920
2403,2013-12-01,JFK,MEX,4O,5929
2404,2013-10-01,EWR,MAN,UA,1451
2405,2013-07-01,EWR,ARN,UA,1536
2406,2013-01-01,EWR,BDA,UA,3146
2407,2013-08-01,EWR,EZE,UA,1295
2408,2013-03-01,EWR,LIR,UA,843
2409,2013-07-01,JFK,MXP,AZ,2920
2410,2013-07-01,JFK,PUJ,DL,3067
2411,2013-05-01,JFK,TLV,DL,4143
2412,2013-08-01,JFK,IST,DL,2630
2413,2013-05-01,JFK,BGI,AA,1299
2414,2013-08-01,JFK,MEX,4O,5929
2415,2013-01-01,JFK,HND,AA,648
2416,2013-12-01,JFK,ICN,OZ,2221
2417,2013-03-01,JFK,AUH,EY,731
2418,2013-07-01,JFK,LIM,LP,1340
2419,2013-01-01,JFK,GIG,AA,1385
2420,2013-07-01,LGA,YUL,RS,18521
2421,2013-12-01,JFK,SXM,AA,1681
2422,2013-08-01,JFK,PAP,AA,1661
2423,2013-08-01,JFK,DOH,QR,730
2424,2013-01-01,JFK,SCL,LA,742
2425,2013-08-01,EWR,BOM,UA,1447
2426,2013-08-01,JFK,DEL,AI,1452
2427,2013-04-01,EWR,POP,UA,1262
2428,2013-05-01,EWR,LIM,UA,1340
2429,2013-03-01,EWR,MUC,LH,2057
2430,2013-03-01,JFK,PVG,MU,1419
2431,2013-05-01,JFK,GRU,JJ,3664
2432,2013-03-01,JFK,PAP,AA,1661
2433,2013-08-01,EWR,AMS,UA,3750
2434,2013-10-01,JFK,SVO,DL,2182
2435,2013-10-01,JFK,MXP,AZ,2920
2436,2013-03-01,EWR,CPH,SK,1156
2437,2013-08-01,JFK,NRT,DL,3625
2438,2013-08-01,EWR,LIS,TP,1235
2439,2013-10-01,EWR,YYT,EV,700
2440,2013-03-01,EWR,BDA,UA,3146
2441,2013-12-01,JFK,ANU,AA,897
2442,2013-01-01,JFK,PVG,MU,1419
2443,2013-07-01,JFK,HEL,AY,714
2444,2013-01-01,JFK,GRU,DL,3664
2445,2013-01-01,EWR,BRU,9W,3031
2446,2013-08-01,LGA,BDA,DL,3146
2447,2013-10-01,JFK,EZE,AA,1295
2448,2013-08-01,EWR,YYT,UA,700
2449,2013-01-01,EWR,AMS,UA,3750
2450,2013-03-01,JFK,PUJ,DL,3067
2451,2013-07-01,LGA,BDA,DL,3146
2452,2013-10-01,JFK,GIG,AA,1385
2453,2013-05-01,JFK,POP,B6,1262
2454,2013-01-01,EWR,DEL,UA,1452
2455,2013-05-01,JFK,MEX,4O,5929
2456,2013-07-01,EWR,BHX,UA,649
2457,2013-01-01,EWR,YVR,AC,1785
2458,2013-08-01,JFK,CDG,DL,7711
2459,2013-07-01,EWR,AMS,UA,3750
2460,2013-12-01,LGA,BDA,DL,3146
2461,2013-12-01,JFK,ZRH,AA,3248
2462,2013-08-01,JFK,EZE,AA,1295
2463,2013-10-01,LGA,BDA,DL,3146
2464,2013-08-01,JFK,MXP,AZ,2920
2465,2013-03-01,EWR,DUS,LH,1465
2466,2013-10-01,JFK,KIN,B6,2300
2467,2013-03-01,JFK,SCL,LA,742
2468,2013-10-01,JFK,PAP,DL,1661
2469,2013-08-01,JFK,MEX,DL,5929
2470,2013-08-01,JFK,MAD,AA,3671
2471,2013-01-01,JFK,DEL,AI,1452
2472,2013-01-01,JFK,AUA,DL,3087
2473,2013-05-01,JFK,HEL,AY,714
2474,2013-07-01,EWR,NRT,UA,3625
2475,2013-05-01,EWR,LIS,UA,1235
2476,2013-05-01,EWR,GLA,UA,683
2477,2013-07-01,EWR,BOM,UA,1447
2478,2013-05-01,JFK,ZRH,AA,3248
2479,2013-07-01,JFK,NCE,DL,500
2480,2013-12-01,JFK,SVO,DL,2182
2481,2013-07-01,JFK,PAP,AA,1661
2482,2013-07-01,EWR,LIS,UA,1235
2483,2013-12-01,EWR,SAL,TA,1578
2484,2013-10-01,JFK,PUJ,DL,3067
2485,2013-07-01,JFK,VCE,DL,529
2486,2013-08-01,EWR,FRA,LH,5406
2487,2013-01-01,EWR,NRT,UA,3625
2488,2013-08-01,JFK,SVO,DL,2182
2489,2013-08-01,EWR,SDQ,UA,6752
2490,2013-07-01,JFK,BCN,DL,1904
2491,2013-01-01,JFK,SVO,DL,2182
2492,2013-12-01,JFK,YVR,CX,1785
2493,2013-12-01,JFK,NRT,JL,3625
2494,2013-01-01,JFK,AUH,EY,731
2495,2013-10-01,EWR,DEL,UA,1452
2496,2013-10-01,JFK,BDA,AA,3146
2497,2013-01-01,EWR,EDI,UA,886
2498,2013-12-01,JFK,SJO,AA,1798
2499,2013-01-01,EWR,SNN,UA,1749
2500,2013-07-01,JFK,EZE,AA,1295
2501,2013-05-01,JFK,DOH,QR,730
2502,2013-07-01,EWR,BRU,UA,3031
2503,2013-12-01,JFK,GRU,DL,3664
2504,2013-01-01,JFK,DUB,DL,3258
2505,2013-12-01,EWR,DEL,UA,1452
2506,2013-07-01,EWR,LIM,UA,1340
2507,2013-10-01,JFK,VIE,OS,710
2508,2013-07-01,JFK,MEX,4O,5929
2509,2013-05-01,EWR,MUC,LH,2057
2510,2013-10-01,EWR,SNN,UA,1749
2511,2013-01-01,JFK,STI,AA,6582
2512,2013-08-01,JFK,NRT,JL,3625
2513,2013-10-01,JFK,BCN,AA,1904
2514,2013-08-01,EWR,IST,UA,2630
2515,2013-10-01,JFK,MXP,DL,2920
2516,2013-10-01,EWR,BOM,AI,1447
2517,2013-03-01,JFK,KIN,B6,2300
2518,2013-12-01,LGA,NAS,DL,3196
2519,2013-05-01,EWR,PVG,UA,1419
2520,2013-10-01,EWR,FRA,LH,5406
2521,2013-03-01,JFK,MXP,AA,2920
2522,2013-03-01,JFK,CDG,DL,7711
2523,2013-05-01,EWR,BOM,AI,1447
2524,2013-03-01,JFK,NRT,JL,3625
2525,2013-08-01,JFK,MBJ,DL,3078
2526,2013-12-01,JFK,DEL,AI,1452
2527,2013-10-01,JFK,ZRH,AA,3248
2528,2013-12-01,JFK,FRA,SQ,5406
2529,2013-01-01,JFK,CUN,AM,5646
2530,2013-07-01,JFK,NRT,JL,3625
2531,2013-07-01,JFK,AUA,DL,3087
2532,2013-07-01,JFK,TXL,AB,1097
2533,2013-08-01,JFK,AUH,EY,731
2534,2013-01-01,JFK,DOH,QR,730
2535,2013-05-01,JFK,JNB,SA,661
2536,2013-07-01,EWR,OSL,SK,1453
2537,2013-12-01,JFK,CDG,DL,7711
2538,2013-06-01,JFK,MBJ,BW,3078
2539,2013-07-01,EWR,YVR,UA,1785
2540,2013-08-01,JFK,VIE,OS,710
2541,2013-05-01,EWR,OSL,UA,1453
2542,2013-05-01,EWR,HAM,UA,580
2543,2013-05-01,JFK,KIN,B6,2300
2544,2013-10-01,JFK,MAN,AA,1451
2545,2013-03-01,JFK,MEX,DL,5929
2546,2013-03-01,JFK,AMS,DL,3750
2547,2013-05-01,JFK,ACC,DL,637
2548,2013-08-01,JFK,ATH,DL,266
2549,2013-05-01,JFK,SCL,LA,742
2550,2013-05-01,JFK,CUN,AM,5646
2551,2013-05-01,EWR,YVR,AC,1785
2552,2013-08-01,EWR,AMS,DL,3750
2553,2013-05-01,JFK,CAI,MS,678
2554,2013-01-01,LGA,NAS,DL,3196
2555,2013-07-01,JFK,GRU,JJ,3664
2556,2013-01-01,JFK,BRU,DL,3031
2557,2013-07-01,JFK,CUN,AM,5646
2558,2013-05-01,JFK,LIM,LP,1340
2559,2013-01-01,JFK,BDA,AA,3146
2560,2013-05-01,EWR,EZE,UA,1295
2561,2013-08-01,JFK,HEL,AY,714
2562,2013-10-01,JFK,HEL,AY,714
2563,2013-05-01,EWR,MAD,UA,3671
2564,2013-05-01,JFK,TXL,AB,1097
2565,2013-08-01,JFK,TLV,DL,4143
2566,2013-10-01,JFK,CAI,MS,678
2567,2013-10-01,JFK,MUC,LH,2057
2568,2013-10-01,JFK,DUB,DL,3258
2569,2013-12-01,JFK,PAP,AA,1661
2570,2013-11-01,EWR,MAN,UA,1451
2571,2013-05-01,JFK,GVA,LX,1381
2572,2013-07-01,EWR,GLA,UA,683
2573,2013-12-01,JFK,MXP,DL,2920
2574,2013-07-01,EWR,BOG,UA,2913
2575,2013-01-01,JFK,BGI,AA,1299
2576,2013-03-01,JFK,BRU,DL,3031
2577,2013-08-01,JFK,PAP,DL,1661
2578,2013-07-01,EWR,LIS,TP,1235
2579,2013-01-01,JFK,ICN,OZ,2221
2580,2013-03-01,JFK,AUA,DL,3087
2581,2013-01-01,EWR,LIR,UA,843
2582,2013-10-01,JFK,FRA,SQ,5406
2583,2013-07-01,EWR,PVG,UA,1419
2584,2013-05-01,JFK,VIE,OS,710
2585,2013-08-01,EWR,BOM,AI,1447
2586,2013-08-01,JFK,BOG,DL,2913
2587,2013-12-01,JFK,NRT,DL,3625
2588,2013-10-01,JFK,PAP,AA,1661
2589,2013-12-01,JFK,MXP,EK,2920
2590,2013-08-01,JFK,BCN,DL,1904
2591,2013-08-01,JFK,BRU,DL,3031
2592,2013-03-01,JFK,POP,B6,1262
2593,2013-08-01,EWR,BHX,UA,649
2594,2013-05-01,EWR,DUB,UA,3258
2595,2013-07-01,JFK,UVF,B6,635
2596,2013-01-01,EWR,FRA,LH,5406
2597,2013-03-01,EWR,EZE,UA,1295
2598,2013-07-01,EWR,YVR,AC,1785
2599,2013-01-01,JFK,MEX,DL,5929
2600,2013-07-01,JFK,BRU,DL,3031
2601,2013-07-01,JFK,MAN,AA,1451
2602,2013-01-01,JFK,TLV,DL,4143
2603,2013-08-01,JFK,VCE,DL,529
2604,2013-01-01,JFK,MAD,AA,3671
2605,2013-10-01,JFK,CDG,DL,7711
2606,2013-01-01,JFK,POP,B6,1262
2607,2013-05-01,JFK,DUB,DL,3258
2608,2013-03-01,JFK,GIG,AA,1385
2609,2013-07-01,EWR,YYC,AC,1074
2610,2013-05-01,JFK,YVR,CX,1785
2611,2013-05-01,JFK,EZE,AA,1295
2612,2013-07-01,JFK,PAP,DL,1661
2613,2013-05-01,EWR,ZRH,UA,3248
2614,2013-03-01,JFK,CUN,AM,5646
2615,2013-03-01,JFK,HEL,AY,714
2616,2013-12-01,JFK,BRU,DL,3031
2617,2013-03-01,JFK,EZE,AA,1295
2618,2013-08-01,JFK,DUB,AA,3258
2619,2013-05-01,JFK,IST,DL,2630
2620,2013-07-01,EWR,BOM,AI,1447
2621,2013-12-01,JFK,PUJ,DL,3067
2622,2013-07-01,JFK,HND,AA,648
2623,2013-07-01,EWR,ARN,SK,1536
2624,2013-07-01,EWR,MAN,UA,1451
2625,2013-05-01,JFK,PLS,B6,1179
2626,2013-07-01,JFK,MAD,DL,3671
2627,2013-08-01,JFK,PVG,MU,1419
2628,2013-10-01,EWR,MUC,UA,2057
2629,2013-08-01,JFK,POP,B6,1262
2630,2013-01-01,JFK,FRA,SQ,5406
2631,2013-10-01,EWR,BOM,UA,1447
2632,2013-01-01,JFK,CAI,MS,678
2633,2013-10-01,JFK,BOG,DL,2913
2634,2013-07-01,EWR,FRA,LH,5406
2635,2013-05-01,JFK,MEX,DL,5929
2636,2013-05-01,EWR,SNN,UA,1749
2637,2013-07-01,JFK,CAI,MS,678
2638,2013-10-01,JFK,NRT,JL,3625
2639,2013-12-01,JFK,BCN,AA,1904
2640,2013-10-01,JFK,MEX,4O,5929
2641,2013-03-01,EWR,PEK,UA,1741
2642,2013-01-01,JFK,YVR,CX,1785
2643,2013-10-01,EWR,GRU,UA,3664
2644,2013-12-01,JFK,AUH,EY,731
2645,2013-10-01,JFK,BDA,B6,3146
2646,2013-03-01,JFK,HND,AA,648
2647,2013-07-01,JFK,YVR,DL,1785
2648,2013-03-01,JFK,MAD,AA,3671
2649,2013-07-01,JFK,YVR,CX,1785
2650,2013-05-01,EWR,YYC,WS,1074
2651,2013-03-01,EWR,EDI,UA,886
2652,2013-10-01,JFK,NRT,DL,3625
