id,date,dep_airport,des_airport,airline_id,total
1485,2013-07-01,LGA,YYZ,RS,34610
1486,2013-10-01,JFK,HND,AA,648
1487,2013-04-01,EWR,TXL,UA,1097
1488,2013-12-01,EWR,MUC,UA,2057
1489,2013-02-01,JFK,ZRH,AA,3248
1490,2013-02-01,JFK,SJO,LR,1798
1491,2013-10-01,EWR,STR,UA,534
1492,2013-05-01,LGA,YHZ,RP,3458
1493,2013-06-01,JFK,BGI,B6,1299
1494,2013-04-01,EWR,HAM,UA,580
1495,2013-10-01,JFK,LCY,BA,468
1496,2013-11-01,JFK,BGI,AA,1299
1497,2013-02-01,JFK,ICN,OZ,2221
1498,2013-02-01,JFK,VIE,OS,710
1499,2013-04-01,JFK,MXP,AZ,2920
1500,2013-12-01,EWR,MBJ,UA,3078
1501,2013-09-01,JFK,BGI,B6,1299
1502,2013-04-01,EWR,ARN,UA,1536
1503,2013-03-01,EWR,YYT,S5,700
1504,2013-12-01,EWR,GVA,UA,1381
1505,2013-02-01,EWR,ZRH,LX,3248
1506,2013-02-01,EWR,PVG,UA,1419
1507,2013-02-01,JFK,MUC,LH,2057
1508,2013-11-01,EWR,LIS,UA,1235
1509,2013-12-01,EWR,LIS,TP,1235
1510,2013-11-01,JFK,BGI,B6,1299
1511,2013-09-01,EWR,YEG,UA,419
1512,2013-07-01,JFK,LCY,BA,468
1513,2013-04-01,EWR,STR,UA,534
1514,2013-07-01,JFK,YUL,RP,18521
1515,2013-04-01,EWR,BCN,UA,1904
1516,2013-11-01,EWR,BHX,UA,649
1517,2013-07-01,JFK,SNN,BA,1749
1518,2013-04-01,JFK,LIR,B6,843
1519,2013-12-01,JFK,UVF,B6,635
1520,2013-04-01,EWR,SIN,SQ,562
1521,2013-06-01,EWR,YVR,UA,1785
1522,2013-05-01,JFK,BGI,B6,1299
1523,2013-02-01,JFK,MXP,AA,2920
1524,2013-02-01,EWR,SIN,SQ,562
1525,2013-12-01,JFK,CAI,MS,678
1526,2013-10-01,JFK,FCO,AA,2982
1527,2013-06-01,JFK,ARN,DL,1536
1528,2013-04-01,JFK,GIG,JJ,1385
1529,2013-10-01,JFK,SNN,BA,1749
1530,2013-06-01,JFK,UVF,B6,635
1531,2013-11-01,EWR,TLV,LY,4143
1532,2013-11-01,EWR,MAD,UA,3671
1533,2013-07-01,JFK,MAD,UX,3671
1534,2013-12-01,EWR,ZRH,LX,3248
1535,2013-02-01,JFK,MAN,AA,1451
1536,2013-02-01,JFK,HEL,AY,714
1537,2013-04-01,EWR,TLV,LY,4143
1538,2013-09-01,EWR,YYT,UA,700
1539,2013-10-01,LGA,YYZ,KV,34610
1540,2013-08-01,JFK,KIN,OJ,2300
1541,2013-02-01,EWR,YQM,EV,715
1542,2013-02-01,EWR,FRA,LH,5406
1543,2013-12-01,EWR,PVG,UA,1419
1544,2013-02-01,LGA,YHZ,G7,3458
1545,2013-02-01,JFK,LIR,B6,843
1546,2013-08-01,JFK,KEF,DL,1446
1547,2013-02-01,EWR,PEK,UA,1741
1548,2013-12-01,EWR,GLA,UA,683
1549,2013-02-01,JFK,PAP,DL,1661
1550,2013-10-01,JFK,VCE,DL,529
1551,2013-06-01,JFK,GIG,JJ,1385
1552,2013-04-01,EWR,BHX,UA,649
1553,2013-05-01,EWR,TLV,LY,4143
1554,2013-09-01,EWR,BFS,UA,555
1555,2013-10-01,EWR,NAS,UA,3196
1556,2013-03-01,EWR,MUC,UA,2057
1557,2013-11-01,EWR,NRT,UA,3625
1558,2013-06-01,EWR,TLV,LY,4143
1559,2013-02-01,JFK,SJO,AA,1798
1560,2013-12-01,JFK,YUL,9E,18521
1561,2013-05-01,EWR,YEG,UA,419
1562,2013-03-01,EWR,TLV,LY,4143
1563,2013-11-01,EWR,YYC,AC,1074
1564,2013-03-01,EWR,BHX,UA,649
1565,2013-12-01,EWR,MXP,UA,2920
1566,2013-08-01,EWR,YVR,UA,1785
1567,2013-10-01,JFK,CMN,AT,712
1568,2013-03-01,JFK,CMN,AT,712
1569,2013-09-01,EWR,SIN,SQ,562
1570,2013-05-01,EWR,SXM,UA,1681
1571,2013-12-01,EWR,YYZ,AC,34610
1572,2013-08-01,EWR,YEG,UA,419
1573,2013-02-01,EWR,DUB,UA,3258
1574,2013-03-01,EWR,OSL,UA,1453
1575,2013-12-01,EWR,POP,UA,1262
1576,2013-08-01,JFK,PUJ,AA,3067
1577,2013-12-01,EWR,YEG,UA,419
1578,2013-01-01,EWR,MUC,UA,2057
1579,2013-04-01,JFK,CMN,AT,712
1580,2013-11-01,EWR,GLA,UA,683
1581,2013-04-01,EWR,OSL,UA,1453
1582,2013-07-01,EWR,SIN,SQ,562
1583,2013-02-01,JFK,MEX,4O,5929
1584,2013-04-01,JFK,SJO,LR,1798
1585,2013-01-01,EWR,GLA,UA,683
1586,2013-02-01,JFK,PAP,AA,1661
1587,2013-12-01,EWR,HKG,UA,2717
1588,2013-07-01,JFK,KIN,OJ,2300
1589,2013-12-01,EWR,YYC,AC,1074
1590,2013-08-01,EWR,TLV,LY,4143
1591,2013-12-01,EWR,ZRH,UA,3248
1592,2013-01-01,EWR,BHX,UA,649
1593,2013-01-01,JFK,GIG,JJ,1385
1594,2013-12-01,EWR,OSL,UA,1453
1595,2013-09-01,EWR,ZRH,LX,3248
1596,2013-06-01,EWR,SIN,SQ,562
1597,2013-07-01,JFK,GIG,JJ,1385
1598,2013-02-01,JFK,MAD,AA,3671
1599,2013-10-01,EWR,SIN,SQ,562
1600,2013-12-01,JFK,BDA,B6,3146
1601,2013-11-01,EWR,YEG,UA,419
1602,2013-02-01,EWR,CPH,SK,1156
1603,2013-08-01,EWR,ZRH,LX,3248
1604,2013-05-01,EWR,BFS,UA,555
1605,2013-02-01,EWR,EZE,UA,1295
1606,2013-03-01,EWR,YUL,S5,18521
1607,2013-02-01,JFK,LIM,LA,1340
1608,2013-08-01,JFK,CDG,SE,7711
1609,2013-01-01,EWR,YUL,S5,18521
1610,2013-03-01,JFK,GIG,JJ,1385
1611,2013-08-01,EWR,LIM,UA,1340
1612,2013-12-01,EWR,TLV,LY,4143
1613,2013-09-01,EWR,TXL,UA,1097
1614,2013-02-01,JFK,GIG,AA,1385
1615,2013-07-01,EWR,POP,UA,1262
1616,2013-11-01,EWR,HKG,UA,2717
1617,2013-07-01,JFK,KEF,DL,1446
1618,2013-12-01,EWR,FRA,LH,5406
1619,2013-02-01,JFK,EZE,AA,1295
1620,2013-10-01,EWR,ARN,UA,1536
1621,2013-12-01,EWR,PEK,UA,1741
1622,2013-01-01,EWR,TLV,LY,4143
1623,2013-02-01,JFK,NRT,JL,3625
1624,2013-01-01,JFK,ZRH,AA,3248
1625,2013-08-01,EWR,SIN,SQ,562
1626,2013-10-01,EWR,SDQ,UA,6752
1627,2013-02-01,JFK,BDA,AA,3146
1628,2013-07-01,JFK,CDG,SE,7711
1629,2013-11-01,EWR,DUS,LH,1465
1630,2013-09-01,JFK,LIM,LP,1340
1631,2013-07-01,EWR,TLV,LY,4143
1632,2013-09-01,JFK,BDA,AA,3146
1633,2013-02-01,JFK,SXM,AA,1681
1634,2013-02-01,EWR,DEL,UA,1452
1635,2013-02-01,EWR,BDA,UA,3146
1636,2013-02-01,EWR,MUC,LH,2057
1637,2013-02-01,LGA,NAS,DL,3196
1638,2013-02-01,JFK,BRU,SN,3031
1639,2013-11-01,EWR,YYZ,AC,34610
1640,2013-11-01,EWR,PVG,UA,1419
1641,2013-06-01,EWR,YEG,UA,419
1642,2013-02-01,JFK,AUA,DL,3087
1643,2013-03-01,JFK,BCN,AA,1904
1644,2013-11-01,EWR,PEK,UA,1741
1645,2013-02-01,JFK,TLV,DL,4143
1646,2013-03-01,EWR,ZRH,UA,3248
1647,2013-01-01,LGA,YHZ,G7,3458
1648,2013-03-01,JFK,SJO,LR,1798
1649,2013-02-01,EWR,GRU,UA,3664
1650,2013-02-01,EWR,BOG,UA,2913
1651,2013-02-01,JFK,MBJ,DL,3078
1652,2013-02-01,JFK,BOG,DL,2913
1653,2013-12-01,EWR,DUS,LH,1465
1654,2013-08-01,EWR,STR,UA,534
1655,2013-05-01,JFK,GIG,JJ,1385
1656,2013-02-01,EWR,SXM,UA,1681
1657,2013-02-01,JFK,CDG,DL,7711
1658,2013-06-01,EWR,ZRH,LX,3248
1659,2013-03-01,EWR,GVA,UA,1381
1660,2013-10-01,EWR,YYZ,S5,34610
1661,2013-07-01,EWR,ZRH,LX,3248
1662,2013-06-01,EWR,YQM,EV,715
1663,2013-02-01,JFK,GVA,LX,1381
1664,2013-02-01,JFK,DUB,DL,3258
1665,2013-02-01,EWR,NRT,UA,3625
1666,2013-02-01,EWR,SNN,UA,1749
1667,2013-02-01,JFK,POP,B6,1262
1668,2013-02-01,EWR,SDQ,UA,6752
1669,2013-02-01,JFK,BRU,DL,3031
1670,2013-02-01,JFK,KIN,B6,2300
1671,2013-02-01,JFK,GRU,DL,3664
1672,2013-12-01,JFK,CMN,AT,712
1673,2013-04-01,LGA,YHZ,RP,3458
1674,2013-02-01,EWR,EDI,UA,886
1675,2013-02-01,EWR,MAN,UA,1451
1676,2013-03-01,EWR,PAP,UA,1661
1677,2013-10-01,EWR,YEG,UA,419
1678,2013-02-01,JFK,SVO,DL,2182
1679,2013-10-01,EWR,YYC,WS,1074
1680,2013-02-01,JFK,AMS,DL,3750
1681,2013-02-01,EWR,YUL,S5,18521
1682,2013-06-01,EWR,POP,UA,1262
1683,2013-03-01,EWR,SIN,SQ,562
1684,2013-10-01,EWR,BHX,UA,649
1685,2013-02-01,JFK,FRA,SQ,5406
1686,2013-01-01,JFK,BGI,B6,1299
1687,2013-02-01,JFK,HND,AA,648
1688,2013-02-01,EWR,YYC,AC,1074
1689,2013-02-01,JFK,PVG,MU,1419
1690,2013-01-01,JFK,VIE,OS,710
1691,2013-07-01,EWR,YEG,UA,419
1692,2013-05-01,EWR,IST,UA,2630
1693,2013-02-01,EWR,YVR,AC,1785
1694,2013-02-01,EWR,BRU,UA,3031
1695,2013-02-01,EWR,BOM,UA,1447
1696,2013-02-01,JFK,STI,AA,6582
1697,2013-02-01,EWR,AMS,UA,3750
1698,2013-12-01,JFK,PAP,B6,1661
1699,2013-12-01,JFK,MAD,AA,3671
1700,2013-01-01,EWR,GVA,UA,1381
1701,2013-02-01,JFK,CUN,AM,5646
1702,2013-02-01,JFK,SDQ,AA,6752
1703,2013-12-01,EWR,AMS,UA,3750
1704,2013-12-01,EWR,PLS,UA,1179
1705,2013-02-01,EWR,ZRH,UA,3248
1706,2013-02-01,EWR,POP,UA,1262
1707,2013-02-01,JFK,BGI,AA,1299
1708,2013-10-01,EWR,TLV,LY,4143
1709,2013-04-01,JFK,BGI,B6,1299
1710,2013-03-01,EWR,GLA,UA,683
1711,2013-02-01,JFK,MXP,DL,2920
1712,2013-08-01,EWR,YUL,S5,18521
1713,2013-02-01,JFK,MEX,DL,5929
1714,2013-05-01,EWR,SIN,SQ,562
1715,2013-12-01,EWR,EDI,UA,886
1716,2013-12-01,EWR,YYT,EV,700
1717,2013-11-01,EWR,OSL,UA,1453
1718,2013-02-01,EWR,LIR,UA,843
1719,2013-02-01,JFK,FRA,DL,5406
1720,2013-11-01,JFK,MUC,LH,2057
1721,2013-01-01,EWR,OSL,UA,1453
1722,2013-03-01,LGA,YYZ,QK,34610
1723,2013-09-01,EWR,STR,UA,534
1724,2013-02-01,JFK,YVR,CX,1785
1725,2013-08-01,JFK,YUL,RP,18521
1726,2013-10-01,JFK,DUB,AA,3258
1727,2013-02-01,EWR,BOM,AI,1447
1728,2013-04-01,JFK,UVF,B6,635
1729,2013-12-01,EWR,CPH,SK,1156
1730,2013-11-01,JFK,MEX,DL,5929
1731,2013-10-01,EWR,ZRH,LX,3248
1732,2013-11-01,EWR,SNN,UA,1749
1733,2013-02-01,JFK,AUH,EY,731
1734,2013-02-01,EWR,DUS,LH,1465
1735,2013-02-01,EWR,LIM,UA,1340
1736,2013-09-01,EWR,EZE,UA,1295
1737,2013-02-01,JFK,DOH,QR,730
1738,2013-04-01,EWR,BOM,UA,1447
1739,2013-11-01,EWR,FRA,LH,5406
1740,2013-12-01,EWR,NRT,UA,3625
1741,2013-02-01,JFK,NRT,DL,3625
1742,2013-10-01,JFK,MAD,DL,3671
1743,2013-09-01,EWR,BHX,UA,649
1744,2013-02-01,JFK,DEL,AI,1452
1745,2013-01-01,JFK,HEL,AY,714
1746,2013-02-01,JFK,PEK,CA,1741
1747,2013-12-01,EWR,MUC,LH,2057
1748,2013-04-01,EWR,MAD,UA,3671
1749,2013-02-01,EWR,BRU,9W,3031
1750,2013-11-01,JFK,PAP,DL,1661
1751,2013-02-01,JFK,SCL,LA,742
1752,2013-11-01,JFK,FRA,DL,5406
1753,2013-10-01,EWR,TXL,UA,1097
1754,2013-04-01,EWR,MXP,UA,2920
1755,2013-02-01,EWR,ANU,UA,897
1756,2013-11-01,EWR,MXP,UA,2920
1757,2013-11-01,JFK,BRU,SN,3031
1758,2013-11-01,JFK,BOG,DL,2913
1759,2013-08-01,EWR,YYZ,AC,34610
1760,2013-08-01,JFK,YVR,DL,1785
1761,2013-10-01,EWR,GVA,UA,1381
1762,2013-12-01,EWR,SNN,UA,1749
1763,2013-09-01,EWR,SJO,UA,1798
1764,2013-04-01,EWR,MUC,LH,2057
1765,2013-04-01,EWR,DEL,UA,1452
1766,2013-09-01,EWR,ARN,UA,1536
1767,2013-04-01,EWR,MUC,UA,2057
1768,2013-10-01,EWR,OSL,SK,1453
1769,2013-09-01,EWR,HKG,UA,2717
1770,2013-04-01,JFK,FCO,AA,2982
1771,2013-04-01,EWR,ZRH,UA,3248
1772,2013-10-01,JFK,NCE,DL,500
1773,2013-05-01,JFK,CMN,AT,712
1774,2013-12-01,EWR,YQM,EV,715
1775,2013-10-01,EWR,CDG,DL,7711
1776,2013-10-01,EWR,PEK,UA,1741
1777,2013-07-01,EWR,IST,UA,2630
1778,2013-09-01,JFK,BDA,B6,3146
1779,2013-10-01,EWR,LIS,TP,1235
1780,2013-04-01,JFK,YVR,CX,1785
1781,2013-09-01,EWR,MUC,LH,2057
1782,2013-06-01,EWR,BCN,UA,1904
1783,2013-06-01,LGA,NAS,DL,3196
1784,2013-04-01,EWR,ARN,SK,1536
1785,2013-04-01,EWR,GVA,UA,1381
1786,2013-09-01,EWR,MUC,UA,2057
1787,2013-06-01,EWR,SDQ,UA,6752
1788,2013-06-01,EWR,ARN,SK,1536
1789,2013-11-01,EWR,BRU,UA,3031
1790,2013-06-01,JFK,ATH,DL,266
1791,2013-11-01,EWR,MUC,LH,2057
1792,2013-12-01,EWR,SXM,UA,1681
1793,2013-03-01,JFK,UVF,B6,635
1794,2013-11-01,EWR,SDQ,UA,6752
1795,2013-08-01,EWR,TXL,UA,1097
1796,2013-09-01,JFK,HND,AA,648
1797,2013-11-01,JFK,ZRH,AA,3248
1798,2013-06-01,EWR,HAM,UA,580
1799,2013-10-01,JFK,ACC,DL,637
1800,2013-11-01,EWR,EDI,UA,886
1801,2013-09-01,EWR,YYC,AC,1074
1802,2013-06-01,JFK,GVA,LX,1381
1803,2013-12-01,JFK,VIE,OS,710
1804,2013-04-01,JFK,BRU,DL,3031
1805,2013-07-01,JFK,PUJ,AA,3067
1806,2013-10-01,EWR,MAD,UA,3671
1807,2013-03-01,EWR,BOM,UA,1447
1808,2013-10-01,EWR,HKG,UA,2717
1809,2013-12-01,JFK,GYE,EQ,1024
1810,2013-12-01,JFK,HEL,AY,714
1811,2013-01-01,JFK,BRU,SN,3031
1812,2013-07-01,JFK,MEX,DL,5929
1813,2013-06-01,EWR,TXL,UA,1097
1814,2013-04-01,LGA,YHZ,G7,3458
1815,2013-11-01,JFK,PVG,MU,1419
1816,2013-04-01,EWR,YQM,EV,715
1817,2013-03-01,LGA,YHZ,RP,3458
1818,2013-10-01,EWR,PVG,UA,1419
1819,2013-11-01,LGA,NAS,DL,3196
1820,2013-09-01,JFK,MAD,DL,3671
1821,2013-09-01,JFK,TLV,DL,4143
1822,2013-10-01,EWR,FCO,UA,2982
1823,2013-12-01,JFK,GIG,AA,1385
1824,2013-10-01,EWR,HAM,UA,580
1825,2013-12-01,EWR,DUB,UA,3258
1826,2013-04-01,JFK,MAD,DL,3671
1827,2013-09-01,JFK,ATH,DL,266
1828,2013-04-01,EWR,AMS,DL,3750
1829,2013-06-01,EWR,DUS,LH,1465
1830,2013-01-01,JFK,MXP,AA,2920
1831,2013-11-01,JFK,GVA,LX,1381
1832,2013-09-01,EWR,SDQ,UA,6752
1833,2013-06-01,JFK,MXP,AA,2920
1834,2013-09-01,EWR,BDA,UA,3146
1835,2013-04-01,JFK,MUC,LH,2057
1836,2013-04-01,EWR,DUS,LH,1465
1837,2013-09-01,EWR,AMS,DL,3750
1838,2013-06-01,JFK,TLV,DL,4143
1839,2013-12-01,JFK,DUB,DL,3258
1840,2013-08-01,JFK,BGI,AA,1299
1841,2013-11-01,JFK,NRT,DL,3625
1842,2013-09-01,JFK,MAN,AA,1451
1843,2013-04-01,JFK,KIN,B6,2300
1844,2013-09-01,EWR,OSL,UA,1453
1845,2013-11-01,EWR,GRU,UA,3664
1846,2013-06-01,EWR,ZRH,UA,3248
1847,2013-08-01,JFK,YYG,RP,122
1848,2013-04-01,EWR,FRA,LH,5406
1849,2013-05-01,EWR,BHX,UA,649
1850,2013-06-01,EWR,GVA,UA,1381
1851,2013-04-01,JFK,NRT,DL,3625
1852,2013-04-01,JFK,MXP,AA,2920
1853,2013-09-01,EWR,BCN,UA,1904
1854,2013-11-01,JFK,MAD,AA,3671
1855,2013-04-01,EWR,AMS,UA,3750
1856,2013-11-01,JFK,HND,AA,648
1857,2013-09-01,EWR,ARN,SK,1536
1858,2013-09-01,EWR,ZRH,UA,3248
1859,2013-04-01,EWR,SJD,UA,403
1860,2013-11-01,JFK,PAP,AA,1661
1861,2013-04-01,JFK,LIM,LP,1340
1862,2013-06-01,JFK,PVG,MU,1419
1863,2013-11-01,JFK,TLV,DL,4143
1864,2013-06-01,EWR,GRU,UA,3664
1865,2013-06-01,JFK,POP,B6,1262
1866,2013-09-01,EWR,DUB,UA,3258
1867,2013-12-01,EWR,BRU,UA,3031
1868,2013-09-01,JFK,MEX,DL,5929
1869,2013-11-01,EWR,AMS,UA,3750
1870,2013-04-01,JFK,JNB,SA,661
1871,2013-09-01,EWR,OSL,SK,1453
1872,2013-11-01,EWR,BOM,UA,1447
1873,2013-06-01,EWR,PVG,UA,1419
1874,2013-09-01,JFK,DUB,AA,3258
1875,2013-05-01,JFK,PAP,AA,1661
1876,2013-09-01,EWR,MXP,UA,2920
1877,2013-06-01,EWR,AMS,DL,3750
1878,2013-06-01,EWR,CDG,DL,7711
1879,2013-06-01,EWR,EZE,UA,1295
1880,2013-09-01,JFK,MAD,AA,3671
1881,2013-03-01,EWR,DEL,UA,1452
1882,2013-01-01,JFK,FRA,DL,5406
1883,2013-06-01,EWR,BOM,UA,1447
1884,2013-08-01,JFK,GIG,JJ,1385
1885,2013-04-01,EWR,PEK,UA,1741
1886,2013-03-01,JFK,BDA,AA,3146
1887,2013-04-01,JFK,NCE,DL,500
1888,2013-09-01,JFK,GVA,LX,1381
1889,2013-01-01,JFK,MXP,DL,2920
1890,2013-06-01,JFK,BCN,DL,1904
1891,2013-04-01,JFK,SCL,LA,742
1892,2013-05-01,EWR,STR,UA,534
1893,2013-09-01,LGA,BDA,DL,3146
1894,2013-06-01,JFK,FCO,AA,2982
1895,2013-09-01,EWR,BOG,UA,2913
1896,2013-09-01,EWR,GVA,UA,1381
1897,2013-09-01,EWR,YYC,WS,1074
1898,2013-06-01,JFK,TXL,AB,1097
1899,2013-11-01,JFK,NRT,JL,3625
1900,2013-12-01,JFK,BDA,AA,3146
1901,2013-04-01,JFK,AMS,DL,3750
1902,2013-04-01,EWR,DUB,UA,3258
1903,2013-04-01,JFK,PVG,MU,1419
1904,2013-06-01,EWR,IST,UA,2630
1905,2013-09-01,JFK,VCE,DL,529
1906,2013-04-01,JFK,PUJ,DL,3067
1907,2013-06-01,EWR,BRU,9W,3031
1908,2013-04-01,JFK,DEL,AI,1452
1909,2013-06-01,JFK,HND,AA,648
1910,2013-06-01,JFK,FRA,DL,5406
1911,2013-11-01,JFK,EZE,AA,1295
1912,2013-06-01,JFK,CUN,AM,5646
1913,2013-05-01,EWR,BCN,UA,1904
1914,2013-04-01,EWR,BRU,UA,3031
1915,2013-05-01,EWR,FCO,UA,2982
1916,2013-04-01,EWR,SNN,UA,1749
1917,2013-06-01,EWR,AMS,UA,3750
1918,2013-11-01,JFK,BDA,AA,3146
1919,2013-08-01,EWR,MUC,UA,2057
1920,2013-11-01,JFK,CUN,AM,5646
1921,2013-11-01,JFK,AUH,EY,731
1922,2013-11-01,JFK,KIN,BW,2300
1923,2013-04-01,JFK,MEX,DL,5929
1924,2013-11-01,JFK,POP,B6,1262
1925,2013-06-01,EWR,FRA,LH,5406
1926,2013-04-01,JFK,AUA,DL,3087
1927,2013-04-01,JFK,VCE,DL,529
1928,2013-09-01,JFK,PRG,DL,280
1929,2013-06-01,EWR,SNN,UA,1749
1930,2013-11-01,LGA,BDA,DL,3146
1931,2013-11-01,EWR,PTY,UA,2364
1932,2013-06-01,JFK,BOG,DL,2913
1933,2013-04-01,JFK,CUN,AM,5646
1934,2013-06-01,EWR,MXP,UA,2920
1935,2013-11-01,JFK,PUJ,DL,3067
1936,2013-06-01,JFK,MXP,DL,2920
1937,2013-11-01,JFK,BRU,DL,3031
1938,2013-09-01,JFK,YVR,CX,1785
1939,2013-11-01,JFK,YQB,RP,3231
1940,2013-09-01,JFK,BCN,AA,1904
1941,2013-09-01,EWR,NRT,UA,3625
1942,2013-07-01,EWR,STR,UA,534
1943,2013-11-01,EWR,BOG,UA,2913
1944,2013-09-01,EWR,PVG,UA,1419
1945,2013-07-01,EWR,ZRH,UA,3248
1946,2013-06-01,EWR,BOM,AI,1447
1947,2013-09-01,JFK,DOH,QR,730
1948,2013-06-01,JFK,LIM,LP,1340
1949,2013-06-01,JFK,ICN,OZ,2221
1950,2013-12-01,JFK,BRU,SN,3031
1951,2013-11-01,JFK,JNB,SA,661
1952,2013-06-01,EWR,LIS,UA,1235
1953,2013-06-01,EWR,FCO,UA,2982
1954,2013-09-01,EWR,YVR,AC,1785
1955,2013-09-01,JFK,FRA,DL,5406
1956,2013-01-01,JFK,GVA,LX,1381
1957,2013-11-01,JFK,KIN,B6,2300
1958,2013-04-01,JFK,MAN,AA,1451
1959,2013-06-01,JFK,EZE,AA,1295
1960,2013-11-01,JFK,DUS,AB,1465
1961,2013-07-01,JFK,BRU,SN,3031
1962,2013-03-01,JFK,FRA,DL,5406
1963,2013-06-01,JFK,PRG,DL,280
1964,2013-09-01,JFK,ACC,DL,637
1965,2013-01-01,EWR,MUC,LH,2057
1966,2013-05-01,EWR,ARN,SK,1536
1967,2013-04-01,EWR,BOG,UA,2913
1968,2013-06-01,EWR,BFS,UA,555
1969,2013-09-01,JFK,PAP,DL,1661
1970,2013-09-01,JFK,SCL,LA,742
1971,2013-06-01,EWR,OSL,SK,1453
1972,2013-11-01,EWR,BOM,AI,1447
1973,2013-06-01,JFK,JNB,SA,661
1974,2013-06-01,JFK,MEX,DL,5929
1975,2013-11-01,JFK,ICN,OZ,2221
1976,2013-04-01,JFK,POP,B6,1262
1977,2013-06-01,JFK,NRT,DL,3625
1978,2013-06-01,JFK,FCO,DL,2982
1979,2013-09-01,JFK,NCE,DL,500
1980,2013-09-01,JFK,FCO,DL,2982
1981,2013-01-01,EWR,YQM,EV,715
1982,2013-09-01,EWR,LIS,UA,1235
1983,2013-04-01,JFK,GRU,DL,3664
1984,2013-07-01,EWR,CDG,DL,7711
1985,2013-11-01,JFK,GIG,JJ,1385
1986,2013-09-01,JFK,AUA,DL,3087
1987,2013-06-01,EWR,MAN,UA,1451
1988,2013-09-01,EWR,CDG,DL,7711
1989,2013-04-01,JFK,DUB,DL,3258
1990,2013-09-01,JFK,ZRH,AA,3248
1991,2013-09-01,EWR,IST,UA,2630
1992,2013-11-01,JFK,MAN,AA,1451
1993,2013-10-01,JFK,BRU,DL,3031
1994,2013-04-01,JFK,MAD,AA,3671
1995,2013-07-01,EWR,GVA,UA,1381
1996,2013-11-01,JFK,MXP,EK,2920
1997,2013-09-01,JFK,BCN,DL,1904
1998,2013-06-01,EWR,YYC,WS,1074
1999,2013-10-01,EWR,SJO,UA,1798
2000,2013-11-01,JFK,CAI,MS,678
2001,2013-08-01,JFK,HND,AA,648
2002,2013-06-01,EWR,PEK,UA,1741
2003,2013-04-01,EWR,GLA,UA,683
2004,2013-06-01,JFK,MUC,LH,2057
2005,2013-11-01,JFK,MBJ,BW,3078
2006,2013-09-01,LGA,NAS,DL,3196
2007,2013-04-01,EWR,BRU,9W,3031
2008,2013-11-01,JFK,MBJ,DL,3078
2009,2013-04-01,JFK,TLV,DL,4143
2010,2013-06-01,EWR,NRT,UA,3625
2011,2013-04-01,JFK,GVA,LX,1381
2012,2013-09-01,JFK,GIG,AA,1385
2013,2013-04-01,EWR,LIS,UA,1235
2014,2013-06-01,JFK,FRA,SQ,5406
2015,2013-04-01,JFK,FRA,SQ,5406
2016,2013-04-01,JFK,MBJ,DL,3078
2017,2013-11-01,EWR,BDA,UA,3146
2018,2013-09-01,JFK,ICN,OZ,2221
2019,2013-09-01,JFK,DEL,AI,1452
2020,2013-06-01,JFK,DEL,AI,1452
2021,2013-03-01,JFK,BRU,SN,3031
2022,2013-11-01,EWR,BRU,9W,3031
2023,2013-04-01,JFK,ICN,OZ,2221
2024,2013-06-01,EWR,DUB,UA,3258
2025,2013-12-01,JFK,TLV,DL,4143
2026,2013-09-01,JFK,SNN,DL,1749
2027,2013-04-01,EWR,ZRH,LX,3248
2028,2013-09-01,EWR,HAM,UA,580
2029,2013-09-01,EWR,BRU,UA,3031
2030,2013-11-01,JFK,YVR,CX,1785
2031,2013-11-01,JFK,GRU,DL,3664
2032,2013-09-01,JFK,MEX,4O,5929
2033,2013-06-01,JFK,BRU,DL,3031
2034,2013-03-01,JFK,SJO,AA,1798
2035,2013-06-01,EWR,DEL,UA,1452
2036,2013-11-01,JFK,AMS,DL,3750
2037,2013-05-01,JFK,MBJ,DL,3078
2038,2013-09-01,JFK,HEL,AY,714
2039,2013-06-01,EWR,OSL,UA,1453
2040,2013-04-01,JFK,NRT,JL,3625
2041,2013-06-01,EWR,YYT,UA,700
2042,2013-06-01,JFK,MEX,4O,5929
2043,2013-09-01,JFK,NRT,DL,3625
2044,2013-04-01,JFK,BCN,AA,1904
2045,2013-06-01,JFK,AUH,EY,731
2046,2013-04-01,JFK,VIE,OS,710
2047,2013-07-01,JFK,MXP,AA,2920
2048,2013-06-01,EWR,BHX,UA,649
2049,2013-12-01,JFK,FRA,DL,5406
2050,2013-09-01,EWR,GRU,UA,3664
2051,2013-03-01,JFK,GVA,LX,1381
2052,2013-04-01,JFK,HEL,AY,714
2053,2013-06-01,EWR,YVR,AC,1785
2054,2013-06-01,EWR,BRU,UA,3031
2055,2013-09-01,EWR,FRA,LH,5406
2056,2013-09-01,JFK,MXP,AA,2920
2057,2013-04-01,JFK,BDA,AA,3146
2058,2013-06-01,JFK,PUJ,DL,3067
2059,2013-06-01,JFK,MBJ,DL,3078
2060,2013-06-01,JFK,BDA,AA,3146
2061,2013-04-01,EWR,BOM,AI,1447
2062,2013-11-01,JFK,MEX,4O,5929
2063,2013-09-01,EWR,FCO,UA,2982
2064,2013-07-01,EWR,HAM,UA,580
2065,2013-09-01,EWR,DEL,UA,1452
2066,2013-11-01,JFK,DEL,AI,1452
2067,2013-09-01,EWR,EDI,UA,886
2068,2013-09-01,EWR,LIS,TP,1235
