index,airline_id,dep_airport,des_airport,stops
8976,AF,AGP,CDG,0
8977,AF,AGS,ATL,0
8978,AF,AJA,LGG,0
8979,AF,AJA,LYS,0
8980,AF,AJA,MRS,0
8981,AF,AJA,NCE,0
8982,AF,AJA,NTE,0
8983,AF,AJA,ORY,0
8984,AF,AJA,TLS,0
8985,AF,ALB,ATL,0
8986,AF,ALG,CDG,0
8987,AF,ALG,MRS,0
8988,AF,AMM,CDG,0
8989,AF,AMS,AUH,0
8990,AF,AMS,BOD,0
8991,AF,AMS,BSL,0
8992,AF,AMS,CDG,0
8993,AF,AMS,CFE,0
8994,AF,AMS,DMM,0
8995,AF,AMS,DOH,0
8996,AF,AMS,HRE,0
8997,AF,AMS,JRO,0
8998,AF,AMS,KGL,0
8999,AF,AMS,KUL,0
9000,AF,AMS,KWI,0
9001,AF,AMS,LCY,0
9002,AF,AMS,LYS,0
9003,AF,AMS,MRS,0
9004,AF,AMS,NCE,0
9005,AF,AMS,NTE,0
9006,AF,AMS,SXB,0
9007,AF,AMS,TLS,0
9008,AF,AMS,TPE,0
9009,AF,AMS,UIO,0
9010,AF,ANR,LCY,0
9011,AF,ARN,CDG,0
9012,AF,ATH,CDG,0
9013,AF,ATH,MRS,0
9014,AF,ATH,TLS,0
9015,AF,ATL,ABE,0
9016,AF,ATL,ABQ,0
9017,AF,ATL,ABY,0
9018,AF,ATL,AEX,0
9019,AF,ATL,AGS,0
9020,AF,ATL,ALB,0
9021,AF,ATL,ATW,0
9022,AF,ATL,AUS,0
9023,AF,ATL,AVL,0
9024,AF,ATL,AVP,0
9025,AF,ATL,BDL,0
9026,AF,ATL,BHM,0
9027,AF,ATL,BMI,0
9028,AF,ATL,BNA,0
9029,AF,ATL,BOS,0
9030,AF,ATL,BQK,0
9031,AF,ATL,BRU,0
9032,AF,ATL,BTR,0
9033,AF,ATL,BTV,0
9034,AF,ATL,BUF,0
9035,AF,ATL,BWI,0
9036,AF,ATL,CAE,0
9037,AF,ATL,CAK,0
9038,AF,ATL,CDG,0
9039,AF,ATL,CHA,0
9040,AF,ATL,CHO,0
9041,AF,ATL,CHS,0
9042,AF,ATL,CID,0
9043,AF,ATL,CLE,0
9044,AF,ATL,CLT,0
9045,AF,ATL,CMH,0
9046,AF,ATL,COS,0
9047,AF,ATL,CRW,0
9048,AF,ATL,CSG,0
9049,AF,ATL,CUN,0
9050,AF,ATL,CVG,0
9051,AF,ATL,CZM,0
9052,AF,ATL,DAB,0
9053,AF,ATL,DAL,0
9054,AF,ATL,DAY,0
9055,AF,ATL,DCA,0
9056,AF,ATL,DEN,0
9057,AF,ATL,DFW,0
9058,AF,ATL,DHN,0
9059,AF,ATL,DSM,0
9060,AF,ATL,DTW,0
9061,AF,ATL,DUB,0
9062,AF,ATL,DUS,0
9063,AF,ATL,ECP,0
9064,AF,ATL,ELP,0
9065,AF,ATL,EVV,0
9066,AF,ATL,EWN,0
9067,AF,ATL,EWR,0
9068,AF,ATL,EYW,0
9069,AF,ATL,FAY,0
9070,AF,ATL,FCO,0
9071,AF,ATL,FLL,0
9072,AF,ATL,FNT,0
9073,AF,ATL,FRA,0
9074,AF,ATL,FSM,0
9075,AF,ATL,FWA,0
9076,AF,ATL,GDL,0
9077,AF,ATL,GNV,0
9078,AF,ATL,GPT,0
9079,AF,ATL,GRB,0
9080,AF,ATL,GRK,0
9081,AF,ATL,GRR,0
9082,AF,ATL,GSO,0
9083,AF,ATL,GSP,0
9084,AF,ATL,GTR,0
9085,AF,ATL,HPN,0
9086,AF,ATL,HSV,0
9087,AF,ATL,IAD,0
9088,AF,ATL,IAH,0
9089,AF,ATL,ICT,0
9090,AF,ATL,ILM,0
9091,AF,ATL,IND,0
9092,AF,ATL,JAN,0
9093,AF,ATL,JAX,0
9094,AF,ATL,JFK,0
9095,AF,ATL,LAS,0
9096,AF,ATL,LAX,0
9097,AF,ATL,LEX,0
9098,AF,ATL,LFT,0
9099,AF,ATL,LGA,0
9100,AF,ATL,LHR,0
9101,AF,ATL,LIT,0
9102,AF,ATL,MAD,0
9103,AF,ATL,MAN,0
9104,AF,ATL,MCI,0
9105,AF,ATL,MCO,0
9106,AF,ATL,MDT,0
9107,AF,ATL,MDW,0
9108,AF,ATL,MEM,0
9109,AF,ATL,MEX,0
9110,AF,ATL,MGM,0
9111,AF,ATL,MHT,0
9112,AF,ATL,MIA,0
9113,AF,ATL,MKE,0
9114,AF,ATL,MLB,0
9115,AF,ATL,MLI,0
9116,AF,ATL,MLU,0
9117,AF,ATL,MOB,0
9118,AF,ATL,MSN,0
9119,AF,ATL,MSP,0
9120,AF,ATL,MSY,0
9121,AF,ATL,MTY,0
9122,AF,ATL,MUC,0
9123,AF,ATL,MYR,0
9124,AF,ATL,NAS,0
9125,AF,ATL,OAJ,0
9126,AF,ATL,OKC,0
9127,AF,ATL,OMA,0
9128,AF,ATL,ORD,0
9129,AF,ATL,ORF,0
9130,AF,ATL,PBI,0
9131,AF,ATL,PDX,0
9132,AF,ATL,PHF,0
9133,AF,ATL,PHL,0
9134,AF,ATL,PHX,0
9135,AF,ATL,PIA,0
9136,AF,ATL,PIT,0
9137,AF,ATL,PNS,0
9138,AF,ATL,PTY,0
9139,AF,ATL,PVD,0
9140,AF,ATL,PWM,0
9141,AF,ATL,RDU,0
9142,AF,ATL,RIC,0
9143,AF,ATL,ROA,0
9144,AF,ATL,ROC,0
9145,AF,ATL,RSW,0
9146,AF,ATL,SAN,0
9147,AF,ATL,SAT,0
9148,AF,ATL,SAV,0
9149,AF,ATL,SBN,0
9150,AF,ATL,SDF,0
9151,AF,ATL,SEA,0
9152,AF,ATL,SFO,0
9153,AF,ATL,SGF,0
9154,AF,ATL,SHV,0
9155,AF,ATL,SJO,0
9156,AF,ATL,SJU,0
9157,AF,ATL,SLC,0
9158,AF,ATL,SMF,0
9159,AF,ATL,SNA,0
9160,AF,ATL,SRQ,0
9161,AF,ATL,STL,0
9162,AF,ATL,STR,0
9163,AF,ATL,SYR,0
9164,AF,ATL,TLH,0
9165,AF,ATL,TPA,0
9166,AF,ATL,TRI,0
9167,AF,ATL,TUL,0
9168,AF,ATL,TUS,0
9169,AF,ATL,TYS,0
9170,AF,ATL,VLD,0
9171,AF,ATL,VPS,0
9172,AF,ATL,XNA,0
9173,AF,ATL,YUL,0
9174,AF,ATL,YYZ,0
9175,AF,ATW,ATL,0
9176,AF,AUH,AMS,0
9177,AF,AUH,BAH,0
9178,AF,AUH,CDG,0
9179,AF,AUS,ATL,0
9180,AF,AVL,ATL,0
9181,AF,BAH,AUH,0
9182,AF,BCN,CDG,0
9183,AF,BCN,JFK,0
9184,AF,BDL,ATL,0
9185,AF,BEG,CDG,0
9186,AF,BEL,STM,0
9187,AF,BES,CDG,0
9188,AF,BES,LCY,0
9189,AF,BES,MRS,0
9190,AF,BES,ORY,0
9191,AF,BES,SOU,0
9192,AF,BEY,CDG,0
9193,AF,BGF,NSI,0
9194,AF,BHM,ATL,0
9195,AF,BHX,CDG,0
9196,AF,BHX,LYS,0
9197,AF,BIA,EBU,0
9198,AF,BIA,LGG,0
9199,AF,BIA,LYS,0
9200,AF,BIA,MRS,0
9201,AF,BIA,NCE,0
9202,AF,BIA,NTE,0
9203,AF,BIA,ORY,0
9204,AF,BIO,CDG,0
9205,AF,BIQ,GVA,0
9206,AF,BIQ,MRS,0
9207,AF,BIQ,ORY,0
9208,AF,BKK,CDG,0
9209,AF,BKK,CNX,0
9210,AF,BKK,HKT,0
9211,AF,BKK,KBV,0
9212,AF,BKK,LPQ,0
9213,AF,BKO,CDG,0
9214,AF,BLL,CDG,0
9215,AF,BLQ,CDG,0
9216,AF,BLQ,LYS,0
9217,AF,BLR,CDG,0
9218,AF,BMI,ATL,0
9219,AF,BNA,ATL,0
9220,AF,BOD,AMS,0
9221,AF,BOD,CDG,0
9222,AF,BOD,FCO,0
9223,AF,BOD,MRS,0
9224,AF,BOD,NTE,0
9225,AF,BOD,ORY,0
9226,AF,BOG,CDG,0
9227,AF,BOM,CDG,0
9228,AF,BOS,ATL,0
9229,AF,BOS,CDG,0
9230,AF,BOS,LHR,0
9231,AF,BQK,ATL,0
9232,AF,BRE,CDG,0
9233,AF,BRU,ATL,0
9234,AF,BRU,JFK,0
9235,AF,BRU,LYS,0
9236,AF,BRU,NTE,0
9237,AF,BSB,CDG,0
9238,AF,BSL,AMS,0
9239,AF,BSL,CDG,0
9240,AF,BTR,ATL,0
9241,AF,BUD,CDG,0
9242,AF,BUF,ATL,0
9243,AF,BVE,LCY,0
9244,AF,BWI,ATL,0
9245,AF,BZV,CDG,0
9246,AF,CAE,ATL,0
9247,AF,CAI,CDG,0
9248,AF,CAK,ATL,0
9249,AF,CAN,CDG,0
9250,AF,CAN,CKG,0
9251,AF,CAN,HGH,0
9252,AF,CAN,SHE,0
9253,AF,CAN,SIN,0
9254,AF,CAN,WUH,0
9255,AF,CAY,FDF,0
9256,AF,CAY,ORY,0
9257,AF,CCS,CDG,0
9258,AF,CDG,ABJ,0
9259,AF,CDG,ABV,0
9260,AF,CDG,ABZ,0
9261,AF,CDG,AGP,0
9262,AF,CDG,ALG,0
9263,AF,CDG,AMM,0
9264,AF,CDG,AMS,0
9265,AF,CDG,ARN,0
9266,AF,CDG,ATH,0
9267,AF,CDG,ATL,0
9268,AF,CDG,AUH,0
9269,AF,CDG,BCN,0
9270,AF,CDG,BEG,0
9271,AF,CDG,BES,0
9272,AF,CDG,BEY,0
9273,AF,CDG,BGF,0
9274,AF,CDG,BHX,0
9275,AF,CDG,BIO,0
9276,AF,CDG,BKK,0
9277,AF,CDG,BKO,0
9278,AF,CDG,BLL,0
9279,AF,CDG,BLQ,0
9280,AF,CDG,BLR,0
9281,AF,CDG,BOD,0
9282,AF,CDG,BOG,0
9283,AF,CDG,BOM,0
9284,AF,CDG,BOS,0
9285,AF,CDG,BRE,0
9286,AF,CDG,BSB,0
9287,AF,CDG,BSL,0
9288,AF,CDG,BUD,0
9289,AF,CDG,BZV,0
9290,AF,CDG,CAI,0
9291,AF,CDG,CAN,0
9292,AF,CDG,CCS,0
9293,AF,CDG,CFE,0
9294,AF,CDG,CKY,0
9295,AF,CDG,CLY,0
9296,AF,CDG,CMN,0
9297,AF,CDG,COO,0
9298,AF,CDG,CPH,0
9299,AF,CDG,CVG,0
9300,AF,CDG,DEL,0
9301,AF,CDG,DKR,0
9302,AF,CDG,DLA,0
9303,AF,CDG,DTW,0
9304,AF,CDG,DUB,0
9305,AF,CDG,DUS,0
9306,AF,CDG,DXB,0
9307,AF,CDG,EDI,0
9308,AF,CDG,EVN,0
9309,AF,CDG,EWR,0
9310,AF,CDG,EXT,0
9311,AF,CDG,EZE,0
9312,AF,CDG,FCO,0
9313,AF,CDG,FIH,0
9314,AF,CDG,FLR,0
9315,AF,CDG,FRA,0
9316,AF,CDG,GIG,0
9317,AF,CDG,GOA,0
9318,AF,CDG,GOT,0
9319,AF,CDG,GRU,0
9320,AF,CDG,GVA,0
9321,AF,CDG,GYD,0
9322,AF,CDG,HAJ,0
9323,AF,CDG,HAM,0
9324,AF,CDG,HAN,0
9325,AF,CDG,HAV,0
9326,AF,CDG,HEL,0
9327,AF,CDG,HKG,0
9328,AF,CDG,HND,0
9329,AF,CDG,IAD,0
9330,AF,CDG,IAH,0
9331,AF,CDG,ICN,0
9332,AF,CDG,IST,0
9333,AF,CDG,JED,0
9334,AF,CDG,JFK,0
9335,AF,CDG,JIB,0
9336,AF,CDG,JNB,0
9337,AF,CDG,KBP,0
9338,AF,CDG,KIX,0
9339,AF,CDG,KUL,0
9340,AF,CDG,LAD,0
9341,AF,CDG,LAX,0
9342,AF,CDG,LBV,0
9343,AF,CDG,LCA,0
9344,AF,CDG,LED,0
9345,AF,CDG,LFW,0
9346,AF,CDG,LHR,0
9347,AF,CDG,LIM,0
9348,AF,CDG,LIN,0
9349,AF,CDG,LIS,0
9350,AF,CDG,LJU,0
9351,AF,CDG,LOS,0
9352,AF,CDG,LUX,0
9353,AF,CDG,LYS,0
9354,AF,CDG,MAD,0
9355,AF,CDG,MAN,0
9356,AF,CDG,MEX,0
9357,AF,CDG,MIA,0
9358,AF,CDG,MLA,0
9359,AF,CDG,MPL,0
9360,AF,CDG,MRS,0
9361,AF,CDG,MRU,0
9362,AF,CDG,MSP,0
9363,AF,CDG,MUC,0
9364,AF,CDG,NAP,0
9365,AF,CDG,NBO,0
9366,AF,CDG,NCE,0
9367,AF,CDG,NCL,0
9368,AF,CDG,NDJ,0
9369,AF,CDG,NIM,0
9370,AF,CDG,NKC,0
9371,AF,CDG,NRT,0
9372,AF,CDG,NSI,0
9373,AF,CDG,NTE,0
9374,AF,CDG,NUE,0
9375,AF,CDG,ORD,0
9376,AF,CDG,OSL,0
9377,AF,CDG,OTP,0
9378,AF,CDG,OUA,0
9379,AF,CDG,PEK,0
9380,AF,CDG,PHL,0
9381,AF,CDG,PIT,0
9382,AF,CDG,PNR,0
9383,AF,CDG,PRG,0
9384,AF,CDG,PTY,0
9385,AF,CDG,PUF,0
9386,AF,CDG,PUJ,0
9387,AF,CDG,PVG,0
9388,AF,CDG,RBA,0
9389,AF,CDG,RIX,0
9390,AF,CDG,RNS,0
9391,AF,CDG,ROB,0
9392,AF,CDG,RUH,0
9393,AF,CDG,SCL,0
9394,AF,CDG,SEA,0
9395,AF,CDG,SFO,0
9396,AF,CDG,SGN,0
9397,AF,CDG,SIN,0
9398,AF,CDG,SLC,0
9399,AF,CDG,SOF,0
9400,AF,CDG,STR,0
9401,AF,CDG,SVG,0
9402,AF,CDG,SVO,0
9403,AF,CDG,SXM,0
9404,AF,CDG,TBS,0
9405,AF,CDG,TLS,0
9406,AF,CDG,TLV,0
9407,AF,CDG,TNR,0
9408,AF,CDG,TRN,0
9409,AF,CDG,TUN,0
9410,AF,CDG,TXL,0
9411,AF,CDG,VCE,0
9412,AF,CDG,VGO,0
9413,AF,CDG,VIE,0
9414,AF,CDG,VLC,0
9415,AF,CDG,VRN,0
9416,AF,CDG,WAW,0
9417,AF,CDG,WUH,0
9418,AF,CDG,YUL,0
9419,AF,CDG,YYZ,0
9420,AF,CDG,ZAG,0
9421,AF,CDG,ZRH,0
9422,AF,CFE,AMS,0
9423,AF,CFE,CDG,0
9424,AF,CFE,ORY,0
9425,AF,CGK,KUL,0
9426,AF,CHA,ATL,0
9427,AF,CHO,ATL,0
9428,AF,CHS,ATL,0
9429,AF,CID,ATL,0
9430,AF,CKG,CAN,0
9431,AF,CKG,LXA,0
9432,AF,CKY,CDG,0
9433,AF,CKY,NKC,0
9434,AF,CLE,ATL,0
9435,AF,CLT,ATL,0
9436,AF,CLY,CDG,0
9437,AF,CLY,MRS,0
9438,AF,CLY,NCE,0
9439,AF,CLY,ORY,0
9440,AF,CMH,ATL,0
9441,AF,CMN,CDG,0
9442,AF,CMN,TLS,0
9443,AF,CNX,BKK,0
9444,AF,COO,CDG,0
9445,AF,CPH,CDG,0
9446,AF,CRW,ATL,0
9447,AF,CSG,ATL,0
9448,AF,CUN,ATL,0
9449,AF,CVG,ATL,0
9450,AF,CVG,CDG,0
9451,AF,CWB,BSB,0
9452,AF,CWL,EDI,0
9453,AF,CWL,GLA,0
9454,AF,CWL,JER,0
9455,AF,CWL,ORY,0
9456,AF,CZM,ATL,0
9457,AF,DAB,ATL,0
9458,AF,DAL,ATL,0
9459,AF,DAR,AMS,0
9460,AF,DAY,ATL,0
9461,AF,DCA,ATL,0
9462,AF,DEL,CDG,0
9463,AF,DEN,ATL,0
9464,AF,DFW,ATL,0
9465,AF,DHN,ATL,0
9466,AF,DKR,CDG,0
9467,AF,DLA,CDG,0
9468,AF,DLA,SSG,0
9469,AF,DMM,AMS,0
9470,AF,DMM,KWI,0
9471,AF,DOH,AMS,0
9472,AF,DOH,MCT,0
9473,AF,DOL,LCY,0
9474,AF,DRS,LCY,0
9475,AF,DSM,ATL,0
9476,AF,DTW,ATL,0
9477,AF,DTW,CDG,0
9478,AF,DTW,FRA,0
9479,AF,DTW,LHR,0
9480,AF,DTW,MSY,0
9481,AF,DUB,ATL,0
9482,AF,DUB,CDG,0
9483,AF,DUB,JFK,0
9484,AF,DUB,LCY,0
9485,AF,DUS,ATL,0
9486,AF,DUS,CDG,0
9487,AF,DUS,NTE,0
9488,AF,DXB,CDG,0
9489,AF,DZA,HAH,0
9490,AF,EBB,AMS,0
9491,AF,EBU,BIA,0
9492,AF,ECP,ATL,0
9493,AF,EDI,CDG,0
9494,AF,EDI,CWL,0
9495,AF,EGC,EXT,0
9496,AF,EGC,SOU,0
9497,AF,ELP,ATL,0
9498,AF,ENH,WUH,0
9499,AF,EVN,CDG,0
9500,AF,EVV,ATL,0
9501,AF,EWN,ATL,0
9502,AF,EWR,ATL,0
9503,AF,EWR,CDG,0
9504,AF,EXT,CDG,0
9505,AF,EXT,EGC,0
9506,AF,EXT,RNS,0
9507,AF,EYW,ATL,0
9508,AF,EZE,CDG,0
9509,AF,EZE,MVD,0
9510,AF,FAY,ATL,0
9511,AF,FCO,ATL,0
9512,AF,FCO,BOD,0
9513,AF,FCO,CDG,0
9514,AF,FCO,LCY,0
9515,AF,FCO,LYS,0
9516,AF,FCO,MPL,0
9517,AF,FCO,MRS,0
9518,AF,FCO,NCE,0
9519,AF,FCO,SXB,0
9520,AF,FCO,TLS,0
9521,AF,FDF,CAY,0
9522,AF,FDF,ORY,0
9523,AF,FDF,PTP,0
9524,AF,FDF,SDQ,0
9525,AF,FIH,CDG,0
9526,AF,FLL,ATL,0
9527,AF,FLR,CDG,0
9528,AF,FLR,LCY,0
9529,AF,FLR,LYS,0
9530,AF,FNA,CDG,0
9531,AF,FNT,ATL,0
9532,AF,FRA,ATL,0
9533,AF,FRA,CDG,0
9534,AF,FRA,DTW,0
9535,AF,FRA,JFK,0
9536,AF,FSC,MRS,0
9537,AF,FSC,NCE,0
9538,AF,FSM,ATL,0
9539,AF,FWA,ATL,0
9540,AF,GDL,ATL,0
9541,AF,GIG,CDG,0
9542,AF,GIG,CWB,0
9543,AF,GLA,CWL,0
9544,AF,GNV,ATL,0
9545,AF,GOA,CDG,0
9546,AF,GOT,CDG,0
9547,AF,GOT,LYS,0
9548,AF,GPT,ATL,0
9549,AF,GRB,ATL,0
9550,AF,GRK,ATL,0
9551,AF,GRR,ATL,0
9552,AF,GRU,CDG,0
9553,AF,GSO,ATL,0
9554,AF,GSP,ATL,0
9555,AF,GTR,ATL,0
9556,AF,GUA,ATL,0
9557,AF,GVA,BIQ,0
9558,AF,GVA,CDG,0
9559,AF,GYD,CDG,0
9560,AF,GYE,AMS,0
9561,AF,HAH,NBO,0
9562,AF,HAJ,CDG,0
9563,AF,HAM,CDG,0
9564,AF,HAM,TLS,0
9565,AF,HAN,CDG,0
9566,AF,HAN,REP,0
9567,AF,HAV,CDG,0
9568,AF,HEL,CDG,0
9569,AF,HKG,CDG,0
9570,AF,HKT,BKK,0
9571,AF,HND,CDG,0
9572,AF,HNL,LAX,0
9573,AF,HPN,ATL,0
9574,AF,HRE,LUN,0
9575,AF,HRE,NBO,0
9576,AF,HSV,ATL,0
9577,AF,IAD,ATL,0
9578,AF,IAD,CDG,0
9579,AF,IAH,ATL,0
9580,AF,IAH,CDG,0
9581,AF,ICN,CDG,0
9582,AF,ICT,ATL,0
9583,AF,ILM,ATL,0
9584,AF,IND,ATL,0
9585,AF,IST,CDG,0
9586,AF,IST,MRS,0
9587,AF,IVL,KTT,0
9588,AF,JAN,ATL,0
9589,AF,JAX,ATL,0
9590,AF,JED,CDG,0
9591,AF,JER,CWL,0
9592,AF,JFK,ATL,0
9593,AF,JFK,BCN,0
9594,AF,JFK,BRU,0
9595,AF,JFK,CDG,0
9596,AF,JFK,DUB,0
9597,AF,JFK,FRA,0
9598,AF,JFK,LHR,0
9599,AF,JFK,MAD,0
9600,AF,JFK,MSY,0
9601,AF,JFK,NCE,0
9602,AF,JFK,PAP,0
9603,AF,JIB,CDG,0
9604,AF,JNB,CDG,0
9605,AF,JRO,DAR,0
9606,AF,KBP,CDG,0
9607,AF,KBV,BKK,0
9608,AF,KGL,BJM,0
9609,AF,KGL,EBB,0
9610,AF,KIX,CDG,0
9611,AF,KMG,CAN,0
9612,AF,KTT,HEL,0
9613,AF,KUL,AMS,0
9614,AF,KUL,CDG,0
9615,AF,KUL,CGK,0
9616,AF,KWI,AMS,0
9617,AF,KWI,DMM,0
9618,AF,LAD,CDG,0
9619,AF,LAS,ATL,0
9620,AF,LAX,ATL,0
9621,AF,LAX,CDG,0
9622,AF,LAX,MSP,0
9623,AF,LAX,OGG,0
9624,AF,LAX,PPT,0
9625,AF,LBV,CDG,0
9626,AF,LCA,CDG,0
9627,AF,LCY,AMS,0
9628,AF,LCY,ANR,0
9629,AF,LCY,BES,0
9630,AF,LCY,BVE,0
9631,AF,LCY,DOL,0
9632,AF,LCY,DRS,0
9633,AF,LCY,DUB,0
9634,AF,LCY,FCO,0
9635,AF,LCY,FLR,0
9636,AF,LCY,LIN,0
9637,AF,LCY,NTE,0
9638,AF,LCY,ORY,0
9639,AF,LCY,RTM,0
9640,AF,LED,CDG,0
9641,AF,LEX,ATL,0
9642,AF,LFT,ATL,0
9643,AF,LFW,CDG,0
9644,AF,LGA,ATL,0
9645,AF,LGG,AJA,0
9646,AF,LGG,BIA,0
9647,AF,LHR,ATL,0
9648,AF,LHR,BOS,0
9649,AF,LHR,CDG,0
9650,AF,LHR,DTW,0
9651,AF,LHR,JFK,0
9652,AF,LHR,MSP,0
9653,AF,LHR,SEA,0
9654,AF,LIG,SOU,0
9655,AF,LIL,MRS,0
9656,AF,LIL,NCE,0
9657,AF,LIM,CDG,0
9658,AF,LIN,CDG,0
9659,AF,LIN,LCY,0
9660,AF,LIN,ORY,0
9661,AF,LIR,ATL,0
9662,AF,LIS,CDG,0
9663,AF,LIT,ATL,0
9664,AF,LJG,KMG,0
9665,AF,LJU,CDG,0
9666,AF,LLW,LUN,0
9667,AF,LLW,NBO,0
9668,AF,LOS,CDG,0
9669,AF,LPQ,BKK,0
9670,AF,LRH,PIS,0
9671,AF,LRH,SOU,0
9672,AF,LUN,AMS,0
9673,AF,LUN,HRE,0
9674,AF,LUN,LLW,0
9675,AF,LUN,NBO,0
9676,AF,LUX,CDG,0
9677,AF,LVI,HRE,0
9678,AF,LXA,CKG,0
9679,AF,LYS,AJA,0
9680,AF,LYS,AMS,0
9681,AF,LYS,BHX,0
9682,AF,LYS,BIA,0
9683,AF,LYS,BLQ,0
9684,AF,LYS,BRU,0
9685,AF,LYS,CDG,0
9686,AF,LYS,FCO,0
9687,AF,LYS,FLR,0
9688,AF,LYS,GOT,0
9689,AF,LYS,MLA,0
9690,AF,LYS,MXP,0
9691,AF,LYS,NCE,0
9692,AF,LYS,ORY,0
9693,AF,LYS,PIS,0
9694,AF,LYS,PRG,0
9695,AF,LYS,TLS,0
9696,AF,LYS,VCE,0
9697,AF,LYS,VIE,0
9698,AF,MAD,ATL,0
9699,AF,MAD,CDG,0
9700,AF,MAD,JFK,0
9701,AF,MAD,ORY,0
9702,AF,MAN,ATL,0
9703,AF,MAN,CDG,0
9704,AF,MAN,NTE,0
9705,AF,MAO,GRU,0
9706,AF,MBJ,ATL,0
9707,AF,MCI,ATL,0
9708,AF,MCO,ATL,0
9709,AF,MCT,DOH,0
9710,AF,MDT,ATL,0
9711,AF,MDW,ATL,0
9712,AF,MEM,ATL,0
9713,AF,MEX,ATL,0
9714,AF,MEX,CDG,0
9715,AF,MGM,ATL,0
9716,AF,MIA,ATL,0
9717,AF,MIA,CDG,0
9718,AF,MIA,PAP,0
9719,AF,MKE,ATL,0
9720,AF,MLA,CDG,0
9721,AF,MLA,LYS,0
9722,AF,MLA,ORY,0
9723,AF,MLA,TLS,0
9724,AF,MLB,ATL,0
9725,AF,MLH,ORY,0
9726,AF,MLI,ATL,0
9727,AF,MLU,ATL,0
9728,AF,MNL,TPE,0
9729,AF,MOB,ATL,0
9730,AF,MPL,CDG,0
9731,AF,MPL,FCO,0
9732,AF,MPL,ORY,0
9733,AF,MRS,AJA,0
9734,AF,MRS,ALG,0
9735,AF,MRS,AMS,0
9736,AF,MRS,ATH,0
9737,AF,MRS,BES,0
9738,AF,MRS,BIA,0
9739,AF,MRS,BIQ,0
9740,AF,MRS,BOD,0
9741,AF,MRS,CDG,0
9742,AF,MRS,CLY,0
9743,AF,MRS,FCO,0
9744,AF,MRS,FSC,0
9745,AF,MRS,IST,0
9746,AF,MRS,LIL,0
9747,AF,MRS,MXP,0
9748,AF,MRS,NTE,0
9749,AF,MRS,ORY,0
9750,AF,MRS,PRG,0
9751,AF,MRS,RAK,0
9752,AF,MRS,RNS,0
9753,AF,MRS,SVO,0
9754,AF,MRS,TLV,0
9755,AF,MRS,TUN,0
9756,AF,MRS,TXL,0
9757,AF,MRS,VCE,0
9758,AF,MRU,CDG,0
9759,AF,MRU,RUN,0
9760,AF,MRU,ZSE,0
9761,AF,MSN,ATL,0
9762,AF,MSP,ATL,0
9763,AF,MSP,CDG,0
9764,AF,MSP,LAX,0
9765,AF,MSP,LHR,0
9766,AF,MSP,MSY,0
9767,AF,MSP,SEA,0
9768,AF,MSP,SFO,0
9769,AF,MSY,ATL,0
9770,AF,MSY,DTW,0
9771,AF,MSY,JFK,0
9772,AF,MSY,MSP,0
9773,AF,MTY,ATL,0
9774,AF,MUC,ATL,0
9775,AF,MUC,CDG,0
9776,AF,MVD,EZE,0
9777,AF,MXP,LYS,0
9778,AF,MXP,MRS,0
9779,AF,MXP,NTE,0
9780,AF,MYR,ATL,0
9781,AF,NAP,CDG,0
9782,AF,NAS,ATL,0
9783,AF,NBO,CDG,0
9784,AF,NBO,DZA,0
9785,AF,NBO,HRE,0
9786,AF,NBO,KGL,0
9787,AF,NBO,LLW,0
9788,AF,NBO,LUN,0
9789,AF,NBO,LVI,0
9790,AF,NBS,SHE,0
9791,AF,NCE,AJA,0
9792,AF,NCE,AMS,0
9793,AF,NCE,BIA,0
9794,AF,NCE,CDG,0
9795,AF,NCE,CLY,0
9796,AF,NCE,FCO,0
9797,AF,NCE,FSC,0
9798,AF,NCE,JFK,0
9799,AF,NCE,LIL,0
9800,AF,NCE,LYS,0
9801,AF,NCE,NTE,0
9802,AF,NCE,ORY,0
9803,AF,NCE,SOU,0
9804,AF,NCE,SXB,0
9805,AF,NCE,TLV,0
9806,AF,NCE,VCE,0
9807,AF,NCL,CDG,0
9808,AF,NDJ,CDG,0
9809,AF,NIM,CDG,0
9810,AF,NIM,OUA,0
9811,AF,NKC,CDG,0
9812,AF,NKC,CKY,0
9813,AF,NRT,CDG,0
9814,AF,NRT,SPN,0
9815,AF,NSI,CDG,0
9816,AF,NTE,AJA,0
9817,AF,NTE,AMS,0
9818,AF,NTE,BIA,0
9819,AF,NTE,BOD,0
9820,AF,NTE,BRU,0
9821,AF,NTE,CDG,0
9822,AF,NTE,DUS,0
9823,AF,NTE,LCY,0
9824,AF,NTE,MAN,0
9825,AF,NTE,MRS,0
9826,AF,NTE,MXP,0
9827,AF,NTE,NCE,0
9828,AF,NTE,ORY,0
9829,AF,NTE,SOU,0
9830,AF,NUE,CDG,0
9831,AF,OAJ,ATL,0
9832,AF,OKC,ATL,0
9833,AF,OMA,ATL,0
9834,AF,ORD,ATL,0
9835,AF,ORD,CDG,0
9836,AF,ORF,ATL,0
9837,AF,ORY,AJA,0
9838,AF,ORY,BES,0
9839,AF,ORY,BIA,0
9840,AF,ORY,BIQ,0
9841,AF,ORY,BOD,0
9842,AF,ORY,CAY,0
9843,AF,ORY,CFE,0
9844,AF,ORY,CLY,0
9845,AF,ORY,CWL,0
9846,AF,ORY,FDF,0
9847,AF,ORY,LCY,0
9848,AF,ORY,LIN,0
