index,airline_id,dep_airport,des_airport,stops
40104,MF,BKK,XMN,0
40105,MF,CAN,FOC,0
40106,MF,CAN,HGH,0
40107,MF,CAN,JJN,0
40108,MF,CAN,XMN,0
40109,MF,CGK,FOC,0
40110,MF,CGK,SIN,0
40111,MF,CGK,XMN,0
40112,MF,CGO,FOC,0
40113,MF,CGO,HGH,0
40114,MF,CGO,HRB,0
40115,MF,CGO,INC,0
40116,MF,CGO,LHW,0
40117,MF,CGO,URC,0
40118,MF,CGO,XMN,0
40119,MF,CGO,XNN,0
40120,MF,CGQ,HGH,0
40121,MF,CGQ,NGB,0
40122,MF,CGQ,NKG,0
40123,MF,CGQ,TAO,0
40124,MF,CJU,FOC,0
40125,MF,CJU,XMN,0
40126,MF,CKG,CSX,0
40127,MF,CKG,FOC,0
40128,MF,CKG,HGH,0
40129,MF,CKG,KHN,0
40130,MF,CKG,KWL,0
40131,MF,CKG,LJG,0
40132,MF,CKG,LXA,0
40133,MF,CKG,TSN,0
40134,MF,CKG,WUH,0
40135,MF,CKG,XIY,0
40136,MF,CKG,XMN,0
40137,MF,CKG,XNN,0
40138,MF,CKG,YIH,0
40139,MF,CSX,CKG,0
40140,MF,CSX,CTU,0
40141,MF,CSX,FOC,0
40142,MF,CSX,HET,0
40143,MF,CSX,HGH,0
40144,MF,CSX,JJN,0
40145,MF,CSX,KWE,0
40146,MF,CSX,LHW,0
40147,MF,CSX,LZO,0
40148,MF,CSX,MIG,0
40149,MF,CSX,PEK,0
40150,MF,CSX,TAO,0
40151,MF,CSX,TPE,0
40152,MF,CSX,TYN,0
40153,MF,CSX,URC,0
40154,MF,CSX,XIY,0
40155,MF,CSX,XMN,0
40156,MF,CTU,CSX,0
40157,MF,CTU,FOC,0
40158,MF,CTU,HGH,0
40159,MF,CTU,WUH,0
40160,MF,CTU,XMN,0
40161,MF,CZX,FOC,0
40162,MF,CZX,TYN,0
40163,MF,DAT,TYN,0
40164,MF,DLC,FOC,0
40165,MF,DLC,HGH,0
40166,MF,DLC,TAO,0
40167,MF,DLC,TNA,0
40168,MF,DLC,TSN,0
40169,MF,DLC,XMN,0
40170,MF,FOC,BKK,0
40171,MF,FOC,CAN,0
40172,MF,FOC,CGK,0
40173,MF,FOC,CGO,0
40174,MF,FOC,CJU,0
40175,MF,FOC,CKG,0
40176,MF,FOC,CSX,0
40177,MF,FOC,CTU,0
40178,MF,FOC,CZX,0
40179,MF,FOC,DLC,0
40180,MF,FOC,HAK,0
40181,MF,FOC,HGH,0
40182,MF,FOC,HRB,0
40183,MF,FOC,KHH,0
40184,MF,FOC,KMG,0
40185,MF,FOC,KUL,0
40186,MF,FOC,KWE,0
40187,MF,FOC,KWL,0
40188,MF,FOC,MFM,0
40189,MF,FOC,NKG,0
40190,MF,FOC,NNG,0
40191,MF,FOC,PEK,0
40192,MF,FOC,SHA,0
40193,MF,FOC,SIN,0
40194,MF,FOC,SYX,0
40195,MF,FOC,SZX,0
40196,MF,FOC,TAO,0
40197,MF,FOC,TNA,0
40198,MF,FOC,TPE,0
40199,MF,FOC,TSA,0
40200,MF,FOC,TSN,0
40201,MF,FOC,TYN,0
40202,MF,FOC,WUH,0
40203,MF,FOC,XIY,0
40204,MF,FOC,ZUH,0
40205,MF,HAK,FOC,0
40206,MF,HAK,HGH,0
40207,MF,HAK,XMN,0
40208,MF,HET,CSX,0
40209,MF,HET,HGH,0
40210,MF,HET,NKG,0
40211,MF,HET,TNA,0
40212,MF,HET,TSN,0
40213,MF,HFE,TYN,0
40214,MF,HFE,XMN,0
40215,MF,HGH,CAN,0
40216,MF,HGH,CGO,0
40217,MF,HGH,CGQ,0
40218,MF,HGH,CKG,0
40219,MF,HGH,CSX,0
40220,MF,HGH,CTU,0
40221,MF,HGH,DLC,0
40222,MF,HGH,FOC,0
40223,MF,HGH,HAK,0
40224,MF,HGH,HET,0
40225,MF,HGH,HRB,0
40226,MF,HGH,JJN,0
40227,MF,HGH,KMG,0
40228,MF,HGH,KWE,0
40229,MF,HGH,LJG,0
40230,MF,HGH,MFM,0
40231,MF,HGH,NNG,0
40232,MF,HGH,PEK,0
40233,MF,HGH,SHE,0
40234,MF,HGH,SJW,0
40235,MF,HGH,SYX,0
40236,MF,HGH,SZX,0
40237,MF,HGH,TAO,0
40238,MF,HGH,TNA,0
40239,MF,HGH,TPE,0
40240,MF,HGH,TSN,0
40241,MF,HGH,TYN,0
40242,MF,HGH,WUH,0
40243,MF,HGH,XIY,0
40244,MF,HGH,XMN,0
40245,MF,HKG,JJN,0
40246,MF,HKG,WUS,0
40247,MF,HKG,XMN,0
40248,MF,HRB,CGO,0
40249,MF,HRB,FOC,0
40250,MF,HRB,HGH,0
40251,MF,HRB,KHN,0
40252,MF,HRB,NKG,0
40253,MF,HRB,TAO,0
40254,MF,HRB,TSN,0
40255,MF,HRB,YNZ,0
40256,MF,HSN,JJN,0
40257,MF,HSN,PEK,0
40258,MF,HSN,XMN,0
40259,MF,ICN,XMN,0
40260,MF,INC,CGO,0
40261,MF,INC,WUH,0
40262,MF,INC,XIY,0
40263,MF,JJN,CAN,0
40264,MF,JJN,CSX,0
40265,MF,JJN,HGH,0
40266,MF,JJN,HKG,0
40267,MF,JJN,HSN,0
40268,MF,JJN,KWE,0
40269,MF,JJN,MFM,0
40270,MF,JJN,NKG,0
40271,MF,JJN,PEK,0
40272,MF,JJN,SHA,0
40273,MF,JJN,SZX,0
40274,MF,JJN,TPE,0
40275,MF,JJN,WUH,0
40276,MF,JUH,XMN,0
40277,MF,KHH,FOC,0
40278,MF,KHH,XMN,0
40279,MF,KHN,CKG,0
40280,MF,KHN,HRB,0
40281,MF,KHN,KMG,0
40282,MF,KHN,SZX,0
40283,MF,KHN,XIY,0
40284,MF,KHN,XMN,0
40285,MF,KMG,FOC,0
40286,MF,KMG,HGH,0
40287,MF,KMG,KHN,0
40288,MF,KMG,KWE,0
40289,MF,KMG,WUH,0
40290,MF,KMG,XMN,0
40291,MF,KUL,FOC,0
40292,MF,KUL,XMN,0
40293,MF,KWE,CSX,0
40294,MF,KWE,FOC,0
40295,MF,KWE,HGH,0
40296,MF,KWE,JJN,0
40297,MF,KWE,KMG,0
40298,MF,KWE,XMN,0
40299,MF,KWL,CKG,0
40300,MF,KWL,FOC,0
40301,MF,KWL,XMN,0
40302,MF,LHW,CGO,0
40303,MF,LHW,CSX,0
40304,MF,LHW,WUH,0
40305,MF,LJG,CKG,0
40306,MF,LJG,HGH,0
40307,MF,LXA,CKG,0
40308,MF,LZO,CSX,0
40309,MF,MFM,FOC,0
40310,MF,MFM,HGH,0
40311,MF,MFM,JJN,0
40312,MF,MFM,XMN,0
40313,MF,MIG,CSX,0
40314,MF,NGB,CGQ,0
40315,MF,NGB,XMN,0
40316,MF,NKG,CGQ,0
40317,MF,NKG,FOC,0
40318,MF,NKG,HET,0
40319,MF,NKG,HRB,0
40320,MF,NKG,JJN,0
40321,MF,NKG,SHE,0
40322,MF,NKG,XIY,0
40323,MF,NKG,XMN,0
40324,MF,NNG,FOC,0
40325,MF,NNG,HGH,0
40326,MF,NNG,SZX,0
40327,MF,NNG,XMN,0
40328,MF,PEK,CSX,0
40329,MF,PEK,FOC,0
40330,MF,PEK,HGH,0
40331,MF,PEK,HSN,0
40332,MF,PEK,JJN,0
40333,MF,PEK,WUS,0
40334,MF,PEK,XMN,0
40335,MF,SHA,FOC,0
40336,MF,SHA,JJN,0
40337,MF,SHA,XMN,0
40338,MF,SHE,HGH,0
40339,MF,SHE,NKG,0
40340,MF,SHE,TAO,0
40341,MF,SHE,TNA,0
40342,MF,SHE,XMN,0
40343,MF,SIN,CGK,0
40344,MF,SIN,FOC,0
40345,MF,SIN,XMN,0
40346,MF,SJW,HGH,0
40347,MF,SYX,FOC,0
40348,MF,SYX,HGH,0
40349,MF,SYX,XMN,0
40350,MF,SZX,FOC,0
40351,MF,SZX,HGH,0
40352,MF,SZX,JJN,0
40353,MF,SZX,KHN,0
40354,MF,SZX,NNG,0
40355,MF,SZX,TSN,0
40356,MF,SZX,XMN,0
40357,MF,TAO,CGQ,0
40358,MF,TAO,CSX,0
40359,MF,TAO,DLC,0
40360,MF,TAO,FOC,0
40361,MF,TAO,HGH,0
40362,MF,TAO,HRB,0
40363,MF,TAO,SHE,0
40364,MF,TAO,XMN,0
40365,MF,TNA,DLC,0
40366,MF,TNA,FOC,0
40367,MF,TNA,HET,0
40368,MF,TNA,HGH,0
40369,MF,TNA,SHE,0
40370,MF,TNA,URC,0
40371,MF,TNA,WUH,0
40372,MF,TNA,XMN,0
40373,MF,TPE,CSX,0
40374,MF,TPE,FOC,0
40375,MF,TPE,HGH,0
40376,MF,TPE,JJN,0
40377,MF,TPE,XMN,0
40378,MF,TSA,FOC,0
40379,MF,TSA,XMN,0
40380,MF,TSN,CKG,0
40381,MF,TSN,DLC,0
40382,MF,TSN,FOC,0
40383,MF,TSN,HET,0
40384,MF,TSN,HGH,0
40385,MF,TSN,HRB,0
40386,MF,TSN,SZX,0
40387,MF,TSN,WUH,0
40388,MF,TSN,XIY,0
40389,MF,TSN,XMN,0
40390,MF,TXN,TYN,0
40391,MF,TXN,XMN,0
40392,MF,TYN,CSX,0
40393,MF,TYN,CZX,0
40394,MF,TYN,DAT,0
40395,MF,TYN,FOC,0
40396,MF,TYN,HFE,0
40397,MF,TYN,HGH,0
40398,MF,TYN,TXN,0
40399,MF,TYN,XMN,0
40400,MF,URC,CGO,0
40401,MF,URC,CSX,0
40402,MF,URC,TNA,0
40403,MF,URC,WUH,0
40404,MF,URC,XIY,0
40405,MF,WUH,CKG,0
40406,MF,WUH,CTU,0
40407,MF,WUH,FOC,0
40408,MF,WUH,HGH,0
40409,MF,WUH,INC,0
40410,MF,WUH,JJN,0
40411,MF,WUH,KMG,0
40412,MF,WUH,LHW,0
40413,MF,WUH,TNA,0
40414,MF,WUH,TSN,0
40415,MF,WUH,URC,0
40416,MF,WUH,XMN,0
40417,MF,WUS,HKG,0
40418,MF,WUS,PEK,0
40419,MF,WUS,XMN,0
40420,MF,WXN,XIY,0
40421,MF,WXN,XMN,0
40422,MF,XIY,CKG,0
40423,MF,XIY,CSX,0
40424,MF,XIY,FOC,0
40425,MF,XIY,HGH,0
40426,MF,XIY,INC,0
40427,MF,XIY,KHN,0
40428,MF,XIY,NKG,0
40429,MF,XIY,TSN,0
40430,MF,XIY,URC,0
40431,MF,XIY,WXN,0
40432,MF,XIY,XMN,0
40433,MF,XIY,XNN,0
40434,MF,XMN,BKK,0
40435,MF,XMN,CAN,0
40436,MF,XMN,CGK,0
40437,MF,XMN,CGO,0
40438,MF,XMN,CJU,0
40439,MF,XMN,CKG,0
40440,MF,XMN,CSX,0
40441,MF,XMN,CTU,0
40442,MF,XMN,DLC,0
40443,MF,XMN,HAK,0
40444,MF,XMN,HFE,0
40445,MF,XMN,HGH,0
40446,MF,XMN,HKG,0
40447,MF,XMN,HSN,0
40448,MF,XMN,ICN,0
40449,MF,XMN,JUH,0
40450,MF,XMN,KHH,0
40451,MF,XMN,KHN,0
40452,MF,XMN,KMG,0
40453,MF,XMN,KUL,0
40454,MF,XMN,KWE,0
40455,MF,XMN,KWL,0
40456,MF,XMN,MFM,0
40457,MF,XMN,NGB,0
40458,MF,XMN,NKG,0
40459,MF,XMN,NNG,0
40460,MF,XMN,PEK,0
40461,MF,XMN,SHA,0
40462,MF,XMN,SHE,0
40463,MF,XMN,SIN,0
40464,MF,XMN,SYX,0
40465,MF,XMN,SZX,0
40466,MF,XMN,TAO,0
40467,MF,XMN,TNA,0
40468,MF,XMN,TPE,0
40469,MF,XMN,TSA,0
40470,MF,XMN,TSN,0
40471,MF,XMN,TXN,0
40472,MF,XMN,TYN,0
40473,MF,XMN,WUH,0
40474,MF,XMN,WUS,0
40475,MF,XMN,WXN,0
40476,MF,XMN,XIY,0
40477,MF,XMN,YIH,0
40478,MF,XMN,YNZ,0
40479,MF,XMN,ZUH,0
40480,MF,XNN,CGO,0
40481,MF,XNN,CKG,0
40482,MF,XNN,XIY,0
40483,MF,YIH,CKG,0
40484,MF,YIH,XMN,0
40485,MF,YNZ,HRB,0
40486,MF,YNZ,XMN,0
40487,MF,ZUH,FOC,0
40488,MF,ZUH,XMN,0
40489,MH,ADL,KUL,0
40490,MH,AKL,KUL,0
40491,MH,AMM,BKK,0
40492,MH,AMS,HEL,0
40493,MH,AMS,KUL,0
40494,MH,AMS,ZRH,0
40495,MH,AOR,KUL,0
40496,MH,AOR,SZB,0
40497,MH,ATL,ORD,0
40498,MH,AUH,KUL,0
40499,MH,AUH,KWI,0
40500,MH,AUH,MCT,0
40501,MH,BAH,BKK,0
40502,MH,BBN,MUR,0
40503,MH,BBN,MYY,0
40504,MH,BKI,BTU,0
40505,MH,BKI,BWN,0
40506,MH,BKI,HKG,0
40507,MH,BKI,ICN,0
40508,MH,BKI,KCH,0
40509,MH,BKI,KUD,0
40510,MH,BKI,KUL,0
40511,MH,BKI,LBU,0
40512,MH,BKI,LDU,0
40513,MH,BKI,LWY,0
40514,MH,BKI,MYY,0
40515,MH,BKI,MZV,0
40516,MH,BKI,NRT,0
40517,MH,BKI,PER,0
40518,MH,BKI,PPS,0
40519,MH,BKI,PVG,0
40520,MH,BKI,SBW,0
40521,MH,BKI,SDK,0
40522,MH,BKI,SIN,0
40523,MH,BKI,TPE,0
40524,MH,BKI,TWU,0
40525,MH,BKK,AMM,0
40526,MH,BKK,BAH,0
40527,MH,BKK,CAI,0
40528,MH,BKK,CEI,0
40529,MH,BKK,KUL,0
40530,MH,BKK,PEN,0
40531,MH,BKM,LWY,0
40532,MH,BLR,KUL,0
40533,MH,BNE,KUL,0
40534,MH,BOM,KUL,0
40535,MH,BTH,SZB,0
40536,MH,BTJ,PEN,0
40537,MH,BTU,BKI,0
40538,MH,BTU,KCH,0
40539,MH,BTU,KUL,0
40540,MH,BTU,MYY,0
40541,MH,BTU,SBW,0
40542,MH,BWN,BKI,0
40543,MH,BWN,KUL,0
40544,MH,BWN,MZV,0
40545,MH,CAI,BKK,0
40546,MH,CAN,KUL,0
40547,MH,CDG,DFW,0
40548,MH,CDG,HEL,0
40549,MH,CDG,KUL,0
40550,MH,CDG,MIA,0
40551,MH,CDG,ORD,0
40552,MH,CEI,BKK,0
40553,MH,CGK,KUL,0
40554,MH,CMB,FCO,0
40555,MH,CMB,KHI,0
40556,MH,CMB,KUL,0
40557,MH,CMB,MLE,0
40558,MH,CNX,BKK,0
40559,MH,COK,KUL,0
40560,MH,DAC,KUL,0
40561,MH,DEL,KUL,0
40562,MH,DFW,FRA,0
40563,MH,DFW,LHR,0
40564,MH,DFW,NRT,0
40565,MH,DOH,KUL,0
40566,MH,DOH,RUH,0
40567,MH,DPS,KUL,0
40568,MH,DRW,KUL,0
40569,MH,DWC,KUL,0
40570,MH,FCO,CMB,0
40571,MH,FOC,KUL,0
40572,MH,FRA,DFW,0
40573,MH,FRA,KUL,0
40574,MH,HAN,KUL,0
40575,MH,HEL,CDG,0
40576,MH,HEL,LHR,0
40577,MH,HKG,BKI,0
40578,MH,HKG,KUL,0
40579,MH,HKT,BKK,0
40580,MH,HKT,KUL,0
40581,MH,HKT,PEN,0
40582,MH,HYD,KUL,0
40583,MH,ICN,BKI,0
40584,MH,ICN,KUL,0
40585,MH,IPH,SIN,0
40586,MH,IST,KUL,0
40587,MH,JED,KUL,0
40588,MH,JFK,LHR,0
40589,MH,JHB,KBR,0
40590,MH,JHB,KUL,0
40591,MH,JHB,SZB,0
40592,MH,KBR,JHB,0
40593,MH,KBR,KUL,0
40594,MH,KBR,PEN,0
40595,MH,KBR,SZB,0
40596,MH,KBV,KUL,0
40597,MH,KCH,BKI,0
40598,MH,KCH,BTU,0
40599,MH,KCH,KUL,0
40600,MH,KCH,MKM,0
40601,MH,KCH,MYY,0
40602,MH,KCH,MZV,0
40603,MH,KCH,PNK,0
40604,MH,KCH,SBW,0
40605,MH,KCH,SIN,0
40606,MH,KCH,TGC,0
40607,MH,KHI,CMB,0
40608,MH,KIX,KUL,0
40609,MH,KMG,KUL,0
40610,MH,KTE,SZB,0
40611,MH,KTM,KUL,0
40612,MH,KUA,KUL,0
40613,MH,KUA,PEN,0
40614,MH,KUA,SIN,0
40615,MH,KUD,BKI,0
40616,MH,KUD,SDK,0
40617,MH,KUL,ADL,0
40618,MH,KUL,AKL,0
40619,MH,KUL,AMS,0
40620,MH,KUL,AOR,0
40621,MH,KUL,AUH,0
40622,MH,KUL,BKI,0
40623,MH,KUL,BKK,0
40624,MH,KUL,BLR,0
40625,MH,KUL,BNE,0
40626,MH,KUL,BOM,0
40627,MH,KUL,BTU,0
40628,MH,KUL,BWN,0
40629,MH,KUL,CAN,0
40630,MH,KUL,CDG,0
40631,MH,KUL,CGK,0
40632,MH,KUL,CMB,0
40633,MH,KUL,COK,0
40634,MH,KUL,DAC,0
40635,MH,KUL,DEL,0
40636,MH,KUL,DOH,0
40637,MH,KUL,DPS,0
40638,MH,KUL,DRW,0
40639,MH,KUL,DWC,0
40640,MH,KUL,FOC,0
40641,MH,KUL,FRA,0
40642,MH,KUL,HAN,0
40643,MH,KUL,HKG,0
40644,MH,KUL,HKT,0
40645,MH,KUL,HYD,0
40646,MH,KUL,ICN,0
40647,MH,KUL,IST,0
40648,MH,KUL,JED,0
40649,MH,KUL,JHB,0
40650,MH,KUL,KBR,0
40651,MH,KUL,KBV,0
40652,MH,KUL,KCH,0
40653,MH,KUL,KIX,0
40654,MH,KUL,KMG,0
40655,MH,KUL,KTM,0
40656,MH,KUL,KUA,0
40657,MH,KUL,LBU,0
40658,MH,KUL,LGK,0
40659,MH,KUL,LHR,0
40660,MH,KUL,MAA,0
40661,MH,KUL,MCT,0
40662,MH,KUL,MEL,0
40663,MH,KUL,MLE,0
40664,MH,KUL,MNL,0
40665,MH,KUL,MRU,0
40666,MH,KUL,MYY,0
40667,MH,KUL,NRT,0
40668,MH,KUL,PEK,0
40669,MH,KUL,PEN,0
40670,MH,KUL,PER,0
40671,MH,KUL,PNH,0
40672,MH,KUL,PVG,0
40673,MH,KUL,REP,0
40674,MH,KUL,RGN,0
40675,MH,KUL,SBW,0
40676,MH,KUL,SDK,0
40677,MH,KUL,SGN,0
40678,MH,KUL,SIN,0
40679,MH,KUL,SYD,0
40680,MH,KUL,TAS,0
40681,MH,KUL,TGG,0
40682,MH,KUL,TPE,0
40683,MH,KUL,TWU,0
40684,MH,KUL,USM,0
40685,MH,KUL,XMN,0
40686,MH,LAX,NRT,0
40687,MH,LBP,MUR,0
40688,MH,LBU,BKI,0
40689,MH,LBU,KUL,0
40690,MH,LBU,MYY,0
40691,MH,LDU,BKI,0
40692,MH,LGK,KUL,0
40693,MH,LGK,PEN,0
40694,MH,LGK,SIN,0
40695,MH,LGK,SZB,0
40696,MH,LGL,MUR,0
40697,MH,LGL,MYY,0
40698,MH,LHR,DFW,0
40699,MH,LHR,HEL,0
40700,MH,LHR,JFK,0
40701,MH,LHR,KUL,0
40702,MH,LHR,RDU,0
40703,MH,LKH,MUR,0
40704,MH,LKH,MYY,0
40705,MH,LMN,MYY,0
40706,MH,LWY,BKI,0
40707,MH,LWY,BKM,0
40708,MH,LWY,MYY,0
40709,MH,MAA,KUL,0
40710,MH,MCT,AUH,0
40711,MH,MCT,KUL,0
40712,MH,MEL,KUL,0
40713,MH,MIA,LHR,0
40714,MH,MKM,KCH,0
40715,MH,MKM,MYY,0
40716,MH,MLE,CMB,0
40717,MH,MLE,KUL,0
40718,MH,MNL,KUL,0
40719,MH,MRU,KUL,0
40720,MH,MUR,BBN,0
40721,MH,MUR,LBP,0
40722,MH,MUR,LGL,0
40723,MH,MUR,LKH,0
40724,MH,MUR,MYY,0
40725,MH,MUR,ODN,0
40726,MH,MYY,BBN,0
40727,MH,MYY,BKI,0
40728,MH,MYY,BTU,0
40729,MH,MYY,KCH,0
40730,MH,MYY,KUL,0
40731,MH,MYY,LBU,0
40732,MH,MYY,LGL,0
40733,MH,MYY,LKH,0
40734,MH,MYY,LMN,0
40735,MH,MYY,LWY,0
40736,MH,MYY,MKM,0
40737,MH,MYY,MUR,0
40738,MH,MYY,MZV,0
40739,MH,MYY,ODN,0
40740,MH,MYY,SBW,0
40741,MH,MZV,BKI,0
40742,MH,MZV,BWN,0
40743,MH,MZV,KCH,0
40744,MH,MZV,MYY,0
40745,MH,NRT,BKI,0
40746,MH,NRT,DFW,0
40747,MH,NRT,KUL,0
40748,MH,NRT,ORD,0
40749,MH,ODN,MUR,0
40750,MH,ODN,MYY,0
40751,MH,ORD,ATL,0
40752,MH,ORD,CDG,0
40753,MH,ORD,NRT,0
40754,MH,PEK,KUL,0
40755,MH,PEN,BKK,0
40756,MH,PEN,BTJ,0
40757,MH,PEN,HKT,0
40758,MH,PEN,KBR,0
40759,MH,PEN,KUA,0
40760,MH,PEN,KUL,0
40761,MH,PEN,LGK,0
40762,MH,PEN,SIN,0
40763,MH,PEN,SZB,0
40764,MH,PEN,USM,0
40765,MH,PER,BKI,0
40766,MH,PER,KUL,0
40767,MH,PKU,SZB,0
40768,MH,PNH,KUL,0
40769,MH,PNK,KCH,0
40770,MH,PPS,BKI,0
40771,MH,PVG,BKI,0
40772,MH,PVG,KUL,0
40773,MH,RDU,LHR,0
40774,MH,REP,KUL,0
40775,MH,RGN,KUL,0
40776,MH,RUH,DOH,0
40777,MH,SAN,NRT,0
40778,MH,SBW,BKI,0
40779,MH,SBW,BTU,0
40780,MH,SBW,KCH,0
40781,MH,SBW,KUL,0
40782,MH,SBW,MYY,0
40783,MH,SDK,BKI,0
40784,MH,SDK,KUD,0
40785,MH,SDK,KUL,0
40786,MH,SDK,TWU,0
40787,MH,SGN,KUL,0
40788,MH,SIN,BKI,0
40789,MH,SIN,IPH,0
40790,MH,SIN,KCH,0
40791,MH,SIN,KUA,0
40792,MH,SIN,KUL,0
40793,MH,SIN,LGK,0
40794,MH,SIN,PEN,0
40795,MH,SIN,SZB,0
40796,MH,SIN,TAS,0
40797,MH,SYD,KUL,0
40798,MH,SZB,AOR,0
40799,MH,SZB,BTH,0
40800,MH,SZB,JHB,0
40801,MH,SZB,KBR,0
40802,MH,SZB,KTE,0
40803,MH,SZB,LGK,0
40804,MH,SZB,PEN,0
40805,MH,SZB,PKU,0
40806,MH,SZB,SIN,0
40807,MH,SZB,TGG,0
40808,MH,SZB,USM,0
40809,MH,TAS,KUL,0
40810,MH,TAS,SIN,0
40811,MH,TGC,KCH,0
40812,MH,TGG,KUL,0
40813,MH,TGG,SZB,0
40814,MH,TPE,BKI,0
40815,MH,TPE,KUL,0
40816,MH,TRK,TWU,0
40817,MH,TWU,BKI,0
40818,MH,TWU,KUL,0
40819,MH,TWU,SDK,0
40820,MH,TWU,TRK,0
40821,MH,USM,KUL,0
40822,MH,USM,PEN,0
40823,MH,USM,SZB,0
40824,MH,XMN,KUL,0
40825,MI,BDO,SIN,0
40826,MI,BKI,SIN,0
40827,MI,BLR,SIN,0
40828,MI,BPN,SIN,0
40829,MI,CCU,SIN,0
40830,MI,CEB,DVO,0
40831,MI,CEB,SIN,0
40832,MI,CJB,SIN,0
40833,MI,CKG,SIN,0
40834,MI,CNX,SIN,0
40835,MI,COK,SIN,0
40836,MI,CSX,SIN,0
40837,MI,CTU,SIN,0
40838,MI,DAD,REP,0
40839,MI,DAD,SIN,0
40840,MI,DIL,SIN,0
40841,MI,DRW,SIN,0
40842,MI,DVO,CEB,0
40843,MI,DVO,SIN,0
40844,MI,HAN,SIN,0
40845,MI,HKT,SIN,0
40846,MI,HYD,SIN,0
40847,MI,JOG,SIN,0
40848,MI,KCH,SIN,0
40849,MI,KMG,SIN,0
40850,MI,KTM,SIN,0
40851,MI,KUL,SIN,0
40852,MI,LGK,SIN,0
40853,MI,LOP,SIN,0
40854,MI,MAA,SIN,0
40855,MI,MDC,SIN,0
40856,MI,PEN,SIN,0
40857,MI,PKU,SIN,0
40858,MI,PLM,SIN,0
40859,MI,PNH,SIN,0
40860,MI,REP,DAD,0
40861,MI,REP,PNH,0
40862,MI,REP,SIN,0
40863,MI,RGN,SIN,0
40864,MI,SIN,BDO,0
40865,MI,SIN,BKI,0
40866,MI,SIN,BLR,0
40867,MI,SIN,BPN,0
40868,MI,SIN,CCU,0
40869,MI,SIN,CEB,0
40870,MI,SIN,CJB,0
40871,MI,SIN,CKG,0
40872,MI,SIN,CNX,0
40873,MI,SIN,COK,0
40874,MI,SIN,CSX,0
40875,MI,SIN,CTU,0
40876,MI,SIN,DAD,0
40877,MI,SIN,DIL,0
40878,MI,SIN,DRW,0
40879,MI,SIN,DVO,0
40880,MI,SIN,HAN,0
40881,MI,SIN,HKT,0
40882,MI,SIN,HYD,0
40883,MI,SIN,JOG,0
40884,MI,SIN,KCH,0
40885,MI,SIN,KMG,0
40886,MI,SIN,KTM,0
40887,MI,SIN,KUL,0
40888,MI,SIN,LGK,0
40889,MI,SIN,LOP,0
40890,MI,SIN,MAA,0
40891,MI,SIN,MDC,0
40892,MI,SIN,PEN,0
40893,MI,SIN,PKU,0
40894,MI,SIN,PLM,0
40895,MI,SIN,PNH,0
40896,MI,SIN,REP,0
40897,MI,SIN,RGN,0
40898,MI,SIN,SOC,0
40899,MI,SIN,SRG,0
40900,MI,SIN,SUB,0
40901,MI,SIN,SZX,0
40902,MI,SIN,TRV,0
40903,MI,SIN,UPG,0
40904,MI,SIN,USM,0
40905,MI,SIN,VTZ,0
40906,MI,SIN,WUH,0
40907,MI,SIN,XMN,0
40908,MI,SOC,SIN,0
40909,MI,SRG,SIN,0
40910,MI,SUB,SIN,0
40911,MI,SZX,SIN,0
40912,MI,TRV,SIN,0
40913,MI,UPG,SIN,0
40914,MI,USM,SIN,0
40915,MI,VTZ,SIN,0
40916,MI,WUH,SIN,0
40917,MI,XMN,SIN,0
40918,MJ,AUH,CMB,0
40919,MJ,BAH,CMB,0
40920,MJ,BKK,CMB,0
40921,MJ,BLR,CMB,0
40922,MJ,BOM,CMB,0
40923,MJ,CGK,CMB,0
40924,MJ,CMB,AUH,0
40925,MJ,CMB,BAH,0
40926,MJ,CMB,BKK,0
40927,MJ,CMB,BLR,0
40928,MJ,CMB,BOM,0
40929,MJ,CMB,CGK,0
40930,MJ,CMB,COK,0
40931,MJ,CMB,DAC,0
40932,MJ,CMB,DEL,0
40933,MJ,CMB,DMM,0
40934,MJ,CMB,DXB,0
40935,MJ,CMB,HRI,0
40936,MJ,CMB,IXM,0
40937,MJ,CMB,JED,0
40938,MJ,CMB,KUL,0
40939,MJ,CMB,KWI,0
40940,MJ,CMB,MAA,0
40941,MJ,CMB,MCT,0
40942,MJ,CMB,MLE,0
40943,MJ,CMB,RUH,0
40944,MJ,CMB,SEZ,0
40945,MJ,CMB,SHJ,0
40946,MJ,CMB,SIN,0
40947,MJ,CMB,TRV,0
40948,MJ,CMB,TRZ,0
40949,MJ,COK,CMB,0
40950,MJ,DAC,CMB,0
40951,MJ,DEL,CMB,0
40952,MJ,DMM,CMB,0
40953,MJ,DXB,CMB,0
40954,MJ,HRI,CMB,0
40955,MJ,HRI,JED,0
40956,MJ,IXM,CMB,0
40957,MJ,JED,CMB,0
40958,MJ,KUL,CMB,0
40959,MJ,KWI,CMB,0
40960,MJ,MAA,CMB,0
40961,MJ,MAA,HRI,0
40962,MJ,MCT,CMB,0
40963,MJ,MLE,CMB,0
40964,MJ,RUH,CMB,0
40965,MJ,SEZ,CMB,0
40966,MJ,SHJ,CMB,0
40967,MJ,SIN,CMB,0
40968,MJ,TRV,CMB,0
40969,MJ,TRZ,CMB,0
40970,MK,BLR,MAA,0
40971,MK,BOM,MRU,0
40972,MK,BSL,CDG,0
40973,MK,CDG,BSL,0
40974,MK,CDG,MRU,0
40975,MK,CPT,MRU,0
